tconst,movieTitle,runtimeMinutes,numVotes,label,director_id,writer_id,Year,title_language,title_uniqueness,sentiment_score,word_count,title_word_length_std,average_sentiment_score
34,1184,80,1057,True,2078,6331,1926,6,0.3333333333333333,0.0,3,0.4714045207910317,0.0
35,6768,115,1768,True,3200,4547,1926,6,0.5,0.0,3,1.699673171197595,0.10074687500000001
36,65,92,1165,True,71,1174,1926,5,0.25,-0.6999999999999998,3,0.9428090415820634,0.0
37,6151,67,87784,True,843,6447,1926,6,0.08333333333333333,0.05000000000000002,2,2.0,0.29681868131868133
38,2660,95,1080,True,2431,4741,1935,9,0.5,0.7,1,0.0,0.18349473684210524
39,6350,160,2081,True,191,4465,1927,6,1.0,0.0,4,1.118033988749895,0.0
40,6059,85,13335,True,2838,7496,1927,5,0.5,0.0,5,3.03315017762062,0.0
41,4183,330,7622,True,1462,2644,1927,10,1.0,0.0,1,0.0,0.0
42,107,110,3499,True,782,5018,1927,6,0.2,0.0,2,1.5,0.0
43,6878,106,1459,True,2271,4793,1927,5,0.1,0.1,6,2.7938424357067015,0.0
44,7363,80,2912,True,3493,7069,1927,10,0.08333333333333333,0.0,1,0.0,0.01882645161290323
45,6970,63,7850,True,841,5830,1927,6,0.16666666666666666,-0.1,2,2.0,0.0
46,7654,144,13335,True,1115,4942,1927,5,0.1,0.0,1,0.0,0.19090731707317074
47,803,100,1093,True,3569,6920,1928,6,0.5,0.0,3,2.0548046676563256,0.0
48,5893,76,11388,True,6,4942,1928,6,0.1,0.0,2,3.0,0.0
49,5921,72,32601,True,21,21,1928,20,1.0,0.0,2,1.5,0.28853181818181817
50,5972,98,8197,True,3475,903,1928,6,0.25,0.0,2,1.0,0.0
51,3605,69,2231,True,1355,5756,1928,18,0.3333333333333333,0.0,1,0.0,0.0
52,5222,83,3695,True,3475,6516,1928,6,0.3333333333333333,0.0,2,1.0,0.0
53,5393,85,3613,True,3590,6447,1928,17,0.14285714285714285,0.0,1,0.0,0.3708833333333333
54,5486,102,2314,True,782,6690,1928,17,0.3333333333333333,0.0,2,0.5,0.0
55,599,90,1530,True,2397,6989,1929,6,0.3333333333333333,0.0,1,0.0,0.0
56,1503,76,2127,False,3345,6770,1929,10,0.2,0.0,1,0.0,0.0
57,3003,95,1049,False,1101,6447,1928,6,0.3333333333333333,0.1,3,2.160246899469287,0.32814444444444446
58,3684,100,1308,True,782,6925,1929,2,0.1,0.3333333333333333,2,0.5,0.0
59,4742,101,3226,True,336,2819,1932,9,0.16666666666666666,0.0,2,0.0,0.474625
60,1399,77,3199,True,385,3332,1930,6,0.2,0.0,2,0.0,0.0
61,2101,88,1102,True,329,304,1929,20,0.5,0.0,3,1.632993161855452,0.0
62,3228,85,2275,False,5,5790,1929,6,0.3333333333333333,0.0,4,1.6393596310755,0.0
63,6867,63,13335,True,3254,2832,1937,10,0.08333333333333333,0.0,5,0.9797958971132712,0.0
64,7355,96,2214,True,1009,1638,1930,10,1.0,0.0,5,1.2649110640673518,0.0
65,3415,91,4105,True,2922,4976,1931,10,0.25,0.0,2,2.5,0.0
66,2326,70,69780,True,295,5998,1931,5,0.125,0.0,1,0.0,0.08607272727272727
67,3699,117,152166,True,86,3542,1931,5,0.3333333333333333,0.0,1,0.0,0.0756468085106383
68,3828,130,2251,True,2043,5306,1931,15,1.0,0.0,1,0.0,0.0
69,6810,85,13335,False,5,5790,1931,6,0.3333333333333333,-0.4,3,0.4714045207910317,0.30262500000000003
70,5491,80,1738,True,3475,5802,1931,5,1.0,0.0,2,0.5,0.0
71,5608,86,5639,True,385,6956,1931,6,0.3333333333333333,0.0,7,1.3997084244475304,0.0
72,7176,90,1364,True,2701,5138,1931,22,0.5,0.0,2,0.5,0.0
73,7525,81,2828,True,295,5756,1931,17,0.3333333333333333,0.0,2,1.0,-0.09830000000000001
74,189,104,4392,True,1009,1638,1931,10,1.0,0.0,4,2.29128784747792,0.0
75,442,75,1996,True,173,5832,1932,6,0.3333333333333333,0.0,2,0.5,0.0
76,7690,115,1409,True,703,4092,1932,6,0.3333333333333333,0.0,2,0.5,0.0
77,5988,75,1232,True,1588,7489,1932,6,0.2,-0.15,3,0.816496580927726,0.2847890625
78,2336,64,44794,True,841,7382,1932,8,0.16666666666666666,0.0,1,0.0,0.2217046875
79,6588,72,10558,True,295,6315,1932,6,0.3333333333333333,-0.024999999999999994,4,0.82915619758885,0.050141666666666675
80,4398,78,2389,True,308,4539,1932,6,0.16666666666666666,0.0,4,0.5,0.0
81,1991,110,4225,False,5,6971,1931,6,0.25,0.0,3,2.494438257849294,0.0
82,7271,83,14090,True,2271,554,1932,6,0.3333333333333333,-0.2,3,2.6246692913372702,0.0
83,2954,100,5332,True,2701,5295,1932,31,0.3333333333333333,0.0,4,1.0897247358851685,0.0
84,7419,75,17361,True,374,354,1932,15,0.3333333333333333,0.0,1,0.0,0.0
85,7573,88,2294,True,308,6596,1932,31,0.125,0.0,3,2.160246899469287,0.0
86,220,85,1432,True,1079,2634,1933,20,0.5,0.0,4,1.920286436967152,0.0
87,1281,112,5038,False,2242,289,1933,1,0.5,0.0,1,0.0,0.2075
88,4535,100,1306,True,2701,5295,1933,11,0.5,0.0,2,1.0,0.0
89,1023,90,1904,True,2965,6208,1933,6,0.25,0.0,2,1.0,0.0
90,1970,69,59069,True,2409,5448,1933,6,0.25,0.0,2,0.0,0.34373023255813956
91,6043,73,13335,True,3513,6112,1933,12,0.16666666666666666,0.0,5,0.8,0.0
92,2069,75,13335,True,1178,1102,1933,12,0.5,0.0,2,0.5,0.0
93,4452,95,1733,False,3259,4442,1933,5,0.5,0.0,5,1.7204650534085253,0.0
94,3064,68,1261,True,3306,3237,1933,6,0.25,0.0,2,4.0,0.0
95,6313,71,33562,True,295,7411,1933,6,0.25,0.0,3,2.8284271247461903,0.06206171693735499
96,3106,70,9091,True,1980,7221,1932,31,0.2,0.0,4,1.479019945774904,0.0
97,3339,100,83177,True,3084,2888,1933,28,0.06666666666666667,0.0,2,0.0,0.3072843023255814
98,3585,115,13335,True,308,6936,1933,6,0.05263157894736842,-0.1875,2,0.5,0.3264841463414634
99,4741,99,7647,True,2331,7234,1933,5,0.1111111111111111,0.0,2,2.0,0.506675
100,5353,70,4501,False,3084,5924,1933,6,1.0,0.0,3,0.816496580927726,0.046040000000000005
101,6866,70,1448,True,2951,7159,1933,6,0.3333333333333333,0.0,5,1.469693845669907,0.0
102,3409,89,15408,True,3478,7036,1934,1,0.3333333333333333,0.0,1,0.0,0.0
103,3817,77,6625,True,2965,4135,1934,6,0.125,0.0,5,2.1354156504062622,0.0
104,1002,54,1546,False,798,1181,1934,0,1.0,0.0,2,0.5,0.02860588235294118
105,1302,93,1249,True,3457,6997,1934,17,0.125,0.0,1,0.0,0.0
106,1594,91,2038,True,158,4377,1934,5,0.25,0.0,1,0.0,0.08839999999999999
107,6149,107,13335,True,3046,5727,1934,6,0.1,0.4166666666666667,3,2.357022603955158,0.43796
108,3128,68,5252,True,2427,7242,1934,6,0.09090909090909091,0.0,3,1.247219128924647,0.0
109,3575,80,1277,True,1651,4212,1934,5,0.25,-0.1875,3,0.9428090415820634,0.0
110,6456,55,13335,False,798,1181,1934,6,1.0,0.3333333333333333,3,0.9428090415820634,0.0
111,6486,55,1108,False,798,5362,1934,6,1.0,0.0,4,0.5,0.0
112,3790,93,13335,True,3448,6600,1934,13,0.06666666666666667,-0.3,2,0.0,0.3359666666666667
113,7191,84,1766,True,2922,2251,1935,6,0.3333333333333333,0.0,1,0.0,0.0
114,6957,114,16974,True,2933,8139,1935,5,0.3333333333333333,0.0,5,1.7204650534085255,0.0
115,5701,86,55071,True,5,908,1935,6,0.3333333333333333,0.0,3,1.247219128924647,0.408109756097561
116,788,84,1074,False,2331,4873,1935,2,0.3333333333333333,-0.125,2,0.0,0.0
117,5994,53,1147,False,798,6878,1935,6,0.3333333333333333,0.0,3,0.816496580927726,0.0
118,6183,98,1383,True,3634,323,1935,6,0.3333333333333333,0.7,3,0.816496580927726,0.0
119,6299,91,6255,True,71,5202,1935,6,0.5,0.0,2,2.5,0.24386363636363637
120,233,128,5596,True,1055,9548,1935,6,0.07142857142857142,0.0,5,1.7204650534085253,0.4108625
121,484,80,1362,True,2701,5295,1935,24,0.3333333333333333,0.0,4,1.224744871391589,0.0
122,7021,93,2665,True,71,1333,1935,6,0.3333333333333333,0.2,4,1.4142135623730951,0.0
123,5914,115,4793,True,309,4215,1936,6,0.3333333333333333,0.4,6,1.7950549357115013,0.0
124,1310,70,1461,True,1799,1025,1936,6,0.16666666666666666,0.0,6,1.5723301886761007,0.0
125,5966,80,13335,True,2922,5783,1936,10,0.3333333333333333,0.0,5,2.0591260281974,0.0
126,1864,101,8817,True,3634,7408,1936,31,0.3333333333333333,0.0,1,0.0,0.57082
127,2392,92,12115,True,86,3972,1936,5,0.25,0.0,1,0.0,-0.2259914498141264
128,3666,80,1219,False,3448,94,1936,6,0.16666666666666666,0.5,4,0.7071067811865476,0.5749666666666666
129,3985,87,231243,True,21,21,1936,5,1.0,0.2,2,0.5,0.5032740740740741
130,4442,71,2253,True,365,3481,1936,12,0.25,0.0,2,0.0,0.0
131,4458,71,3077,True,2102,8548,1936,10,0.1111111111111111,0.0,2,3.0,0.0
132,6635,82,13452,True,2401,6318,1936,6,0.3333333333333333,0.0,3,2.449489742783178,0.24822727272727274
133,6680,96,2159,True,71,3628,1936,6,1.0,0.0,5,2.1354156504062622,0.0
134,5004,76,16166,True,5,2283,1936,28,0.14285714285714285,0.0,1,0.0,-0.14536351931330474
135,5039,115,5371,True,3448,4521,1936,7,0.3333333333333333,0.0,2,3.0,0.16323
136,5220,113,3236,True,295,550,1936,6,0.3333333333333333,0.0,2,0.0,-0.1625
137,5472,87,1323,True,3112,6314,1936,31,0.2,0.0,1,0.0,0.0
138,5589,103,13335,True,3270,7457,1936,28,0.14285714285714285,0.0,2,0.5,0.34595833333333337
139,4843,66,8480,False,1480,2546,1936,5,0.3333333333333333,0.0,2,0.5,0.0
140,7075,94,2458,True,766,10098,1936,6,0.5,0.1,3,1.8856180831641267,0.0
141,503,91,2698,True,2271,4370,1937,12,0.1,0.0,1,0.0,0.0
142,1206,109,7823,True,308,7324,1936,10,0.2,0.0,1,0.0,0.3334363636363636
143,1309,71,13335,True,1799,1025,1937,6,0.25,0.0,5,2.3151673805580453,0.0
144,144,111,13606,True,3624,7324,1937,6,0.14285714285714285,0.0,5,1.32664991614216,0.28431538461538464
145,1669,93,13335,True,3634,3869,1937,17,0.5,-0.2,2,0.5,0.21621666666666664
146,1995,88,3417,True,2176,1479,1937,6,0.5,0.43333333333333335,2,1.0,0.46337142857142855
147,6182,138,4801,True,1386,4547,1937,6,0.05,0.7,3,0.816496580927726,0.27121249999999997
148,6415,116,13335,True,1217,3654,1937,6,0.25,0.0,5,1.019803902718557,0.3803212121212121
149,3756,91,8144,True,2409,5858,1937,6,0.2,0.0,4,2.0615528128088303,0.0
150,4122,88,10183,True,1930,6788,1940,6,0.16666666666666666,0.5,3,2.494438257849294,0.5785
151,4233,116,2497,True,3370,6979,1937,6,0.5,0.0,3,0.4714045207910317,0.0
152,2897,86,1995,True,3642,4842,1937,6,1.0,0.0,4,2.1213203435596424,0.0
153,6674,118,2482,True,1217,1863,1937,6,0.16666666666666666,0.0,5,1.469693845669907,0.45296000000000003
154,6681,101,13335,True,3448,3415,1937,6,0.07142857142857142,0.0,4,2.29128784747792,0.5645833333333333
155,5454,106,5254,True,3475,1024,1937,14,0.16666666666666666,0.0,2,0.0,0.0
156,7091,95,1644,True,2192,3695,1937,6,0.3333333333333333,0.0,3,0.9428090415820634,0.0
157,7530,66,8109,True,1777,3637,1937,6,0.16666666666666666,0.0,3,0.4714045207910317,0.0
158,5728,91,1967,True,3341,5075,1938,6,0.3333333333333333,0.0,5,2.9257477676655586,0.0
159,358,112,11088,True,200,5397,1938,29,0.25,0.0,2,1.5,0.0
160,1076,96,5544,True,3341,4847,1938,6,0.25,0.0,2,0.0,0.32355384615384614
161,1122,102,59515,True,220,7290,1938,28,0.5,0.0,3,2.494438257849294,0.4628095238095238
162,3412,100,7375,True,2922,8409,1938,10,0.3333333333333333,0.0,3,2.0548046676563256,0.0
163,5922,110,2066,True,3475,1818,1938,12,0.2,0.0,2,2.0,0.4634625
164,5769,133,1991,True,2706,5306,1938,6,0.5,0.0,3,1.247219128924647,0.0
165,2791,95,15746,True,308,839,1938,31,0.3333333333333333,0.0,1,0.0,0.505965
166,2850,95,2613,True,918,744,1938,10,0.3333333333333333,0.0,3,1.247219128924647,0.0
167,6358,96,50707,True,5,4131,1938,6,0.3333333333333333,0.0,3,2.160246899469287,0.46366486486486486
168,4370,121,4727,True,2933,5822,1938,6,1.0,0.0,7,2.231499907401901,0.0
169,4737,96,8475,True,329,7118,1938,28,0.08333333333333333,0.0,1,0.0,0.0
170,4646,91,13335,True,918,5626,1938,6,0.5,0.0,3,2.0548046676563256,0.0
171,7069,90,1332,True,2826,933,1938,6,0.08333333333333333,0.1,4,1.299038105676658,0.0
172,5727,85,6616,True,3573,2139,1939,6,0.25,0.0,5,2.9933259094191533,0.0
173,780,112,13335,True,3569,7393,1939,5,0.5,0.0,2,0.5,0.7137142857142857
174,5903,72,2967,True,2646,7300,1939,6,0.3333333333333333,0.0,5,1.2,0.4977347826086957
175,1312,71,1366,True,1407,1025,1939,17,0.2,0.0,4,1.7853571071357126,0.0
176,1625,104,10794,True,1573,1074,1939,6,0.3333333333333333,-0.15,2,1.5,0.12497777777777778
177,1773,95,11094,True,2360,875,1939,6,0.25,0.0,3,0.4714045207910317,0.39492777777777777
178,1863,104,5061,True,309,1304,1939,6,1.0,0.0,2,0.5,0.30705454545454547
179,6129,129,5917,True,2044,7340,1939,6,0.25,0.0,3,2.160246899469287,0.1784241134751773
180,2537,238,303845,True,1386,6979,1939,6,0.05555555555555555,0.0,4,0.4330127018922193,0.0
181,2545,114,10311,True,3624,3334,1939,6,0.125,0.0,3,2.0548046676563256,0.0
182,6189,66,1426,False,1277,6375,1939,6,0.3333333333333333,0.0,2,2.0,0.0
183,2600,117,11628,True,3270,7004,1939,28,0.09090909090909091,0.0,2,1.0,0.43038333333333334
184,3002,94,2978,True,1090,1220,1939,6,0.5,0.0,3,0.9428090415820634,0.0
185,3166,106,4361,True,2003,4365,1939,10,0.125,0.0,2,0.0,0.0
186,6425,93,5980,True,3112,1332,1939,6,0.16666666666666666,-0.1875,3,2.0548046676563256,0.39305
187,3931,94,4904,True,2176,6183,1939,0,0.2,0.0,1,0.0,0.0
188,6589,95,3676,True,1573,7249,1939,6,0.3333333333333333,0.1,3,0.4714045207910317,0.0
189,4376,99,1896,True,852,7157,1939,6,0.2,0.0,3,2.494438257849294,0.0
190,4417,121,13595,True,220,5708,1939,6,0.25,0.0,4,0.82915619758885,0.25179999999999997
191,6722,62,2157,False,3147,4493,1939,6,0.5,0.0,5,2.0591260281974,0.0
192,6744,106,13611,True,3519,7095,1939,6,0.14285714285714285,0.0,3,2.160246899469287,0.32237777777777776
193,5352,99,9957,True,2169,1749,1939,0,0.5,0.0,3,4.496912521077347,0.34128484848484847
194,5426,96,46868,True,71,3229,1939,6,0.3333333333333333,0.0,1,0.0,0.3677025
195,7373,135,2941,True,191,5727,1939,7,0.125,0.0,2,1.0,0.0
196,7037,102,382348,True,308,6375,1939,6,0.00847457627118644,0.0,4,1.6393596310755,0.4068141592920354
197,7043,133,13466,True,308,6600,1939,6,0.2,0.0,2,1.0,0.14158165680473372
198,7749,79,13335,True,2360,6257,1939,6,0.0625,0.6,6,1.3437096247164249,0.0
199,7755,100,7926,True,71,6902,1939,31,1.0,0.1,3,2.0548046676563256,0.0
200,6868,143,3600,True,365,3481,1939,28,0.3333333333333333,0.0,6,3.696845502136472,0.0
201,273,110,1792,True,1090,3641,1940,14,0.5,0.0,4,2.5495097567963922,0.16112500000000002
202,1127,102,13335,True,3341,6375,1940,6,0.09090909090909091,0.0,4,2.23606797749979,0.0
203,1311,67,1365,True,1407,2034,1940,6,0.25,0.0,4,1.920286436967152,0.0
204,1381,67,3706,True,346,323,1940,6,1.0,0.0,3,2.943920288775949,0.0
205,138,62,3834,True,1572,4135,1939,6,0.25,0.0,4,2.0615528128088303,0.0
206,6009,68,2946,False,3646,1225,1940,6,0.5,0.0,3,0.9428090415820634,-0.19904444444444444
207,2016,107,1600,True,837,1356,1940,6,0.25,0.0,3,1.4142135623730951,0.0
208,2306,120,19974,True,5,4483,1940,20,0.16666666666666666,-0.125,2,3.0,0.3406424242424242
209,6154,85,3378,True,2360,2827,1940,6,0.3333333333333333,0.0,3,2.0548046676563256,0.0
210,2938,99,3232,True,3448,4007,1940,10,0.16666666666666666,0.5,4,1.479019945774904,0.06253333333333332
211,3216,98,3135,False,1669,9614,1940,5,0.2,0.0,2,0.5,0.0
212,6411,95,12714,True,3634,3923,1940,6,0.5,0.0,2,1.5,0.046020000000000005
213,6499,94,9918,True,2331,1836,1940,6,0.14285714285714285,0.0,4,1.118033988749895,0.4936454545454545
214,4081,65,1235,True,2102,1025,1940,5,0.5,0.13636363636363635,4,1.0897247358851685,0.0
215,6643,112,66874,True,308,6062,1940,6,0.3333333333333333,0.0,3,3.858612300930075,0.5839673076923076
216,4594,88,138477,True,2007,6750,1940,14,0.013513513513513514,0.0,1,0.0,0.20814742268041236
217,4683,118,8057,True,2189,6979,1940,21,0.125,0.0,3,2.494438257849294,0.40611159420289855
218,4855,94,5343,True,2176,323,1940,6,1.0,0.0,3,2.0548046676563256,0.0
219,5054,56,2766,True,1251,4135,1940,6,0.2,0.0,3,0.816496580927726,0.0
220,6793,99,30968,True,2271,3229,1940,6,0.3333333333333333,0.0,5,1.3564659966250536,0.5753793103448276
221,6918,106,12840,True,377,9,1940,6,0.045454545454545456,0.0,4,1.5811388300841898,0.32503333333333334
222,7017,100,5663,True,3634,5113,1940,5,0.14285714285714285,0.0,2,3.0,0.0
223,313,216,1268,True,3613,9376,1941,6,0.07142857142857142,0.0,4,2.8613807855648994,0.0
224,711,111,12007,True,220,4911,1941,6,0.3333333333333333,0.0,3,0.9428090415820634,0.3936809523809524
225,1464,86,2011,True,837,6986,1941,6,0.5,0.13636363636363635,4,0.8660254037844386,0.0
226,392,107,4908,True,1217,6877,1941,6,0.5,0.0,5,0.8,0.0
227,6013,92,3991,True,3624,3972,1941,6,1.0,0.0,5,0.8944271909999159,0.8023199999999999
228,6201,108,3811,True,1573,807,1941,6,0.5,0.8,3,0.9428090415820634,0.08364
229,2764,100,16322,True,3519,1333,1941,5,0.5,0.16,2,1.0,0.21637272727272727
230,2787,116,2358,True,2176,5743,1941,6,0.2,0.0,4,0.4330127018922193,0.0
231,2788,86,3699,True,2270,2928,1941,6,0.3333333333333333,0.0,3,0.4714045207910317,0.0
232,3120,90,1502,True,2048,3991,1941,6,0.3333333333333333,0.0,4,1.8708286933869707,0.0
233,3193,107,2986,True,2192,2926,1941,6,0.5,0.0,2,0.5,0.0
234,3348,67,2150,False,3646,3798,1941,6,1.0,0.0,4,1.8708286933869707,0.0
235,3438,91,1282,True,3474,5437,1941,10,0.3333333333333333,0.0,3,3.265986323710904,0.0
236,6422,116,11473,True,3634,1402,1941,6,0.25,-0.1875,3,1.247219128924647,0.24287499999999998
237,6469,100,13335,True,231,3117,1941,6,0.5,0.0,3,1.699673171197595,0.26169607843137255
238,3775,105,5231,True,86,6902,1941,13,0.3333333333333333,0.0,2,0.5,0.3124636363636364
239,6473,112,7446,True,1967,3173,1942,6,0.25,0.0,6,1.2583057392117916,0.0
240,4218,71,2315,True,1024,188,1941,6,0.3333333333333333,-0.3,7,1.6413036132965795,0.0
241,6770,100,3661,True,309,4362,1941,31,0.5,0.0,3,0.4714045207910317,0.4164
242,5409,65,1688,False,458,3256,1941,0,0.3333333333333333,0.1,3,1.247219128924647,0.0
243,5532,86,1552,True,1799,6521,1941,7,0.14285714285714285,0.0,3,2.0548046676563256,0.0
244,7039,70,25976,True,3503,6404,1941,6,1.0,0.0,3,0.4714045207910317,0.05365483870967742
245,6546,84,3115,True,1026,1659,1942,12,0.5,0.0,6,2.2110831935702664,0.0
246,5917,84,2653,True,190,8671,1944,13,0.125,0.0,5,2.6381811916545836,0.0
247,930,64,13335,False,2622,8382,1942,6,0.5,-0.16666666666666666,2,1.0,0.0
248,1064,61,1090,False,1410,5859,1942,31,0.5,0.0,3,2.494438257849294,0.23230000000000003
249,1266,73,13335,True,3395,1099,1942,6,1.0,0.0,2,1.5,-0.04477023809523809
250,2010,119,2249,True,2472,7380,1943,12,0.5,0.0,3,2.494438257849294,0.0011920560747663543
251,6172,85,6214,True,1704,3117,1942,6,0.5,0.0,3,0.9428090415820634,0.0
252,2794,100,14436,True,3046,6678,1942,24,0.07142857142857142,0.0,2,2.0,0.49974210526315793
253,3009,97,4742,True,231,2811,1942,6,0.25,0.0,4,0.82915619758885,0.0
254,3010,115,5549,True,307,289,1942,6,0.5,0.0,4,1.5,0.06418235294117648
255,3353,127,4336,True,3624,917,1942,6,0.5,0.0,2,1.0,-0.09752727272727273
256,6459,77,1720,False,2608,5025,1942,6,1.0,-0.625,3,1.8856180831641267,0.0
257,6462,88,13335,True,12,4969,1942,6,0.08333333333333333,1.0,3,3.39934634239519,0.3409390243902439
258,1249,78,1378,True,3396,5092,1943,6,0.5,0.0,3,2.6246692913372702,0.0
259,4063,134,17125,True,3634,7289,1942,6,0.125,0.0,2,2.0,0.0
260,4323,117,16397,True,2884,5623,1942,5,0.5,0.0,2,2.0,0.0
261,6673,128,10584,True,3624,5861,1942,6,0.16666666666666666,0.0,5,1.7888543819998317,0.314616
262,5953,121,1192,True,2926,6084,1942,6,0.3333333333333333,0.0,5,2.7129319932501073,0.0
263,6897,118,8004,True,3270,3150,1942,6,0.25,0.0,5,0.7483314773547882,0.6342785714285714
264,7558,92,3549,True,935,4464,1942,12,0.25,0.0,4,0.5,0.0
265,7102,81,9003,True,3427,6933,1942,6,0.25,0.0,4,0.5,0.17822999999999997
266,7163,99,34514,True,2271,4401,1942,6,0.3333333333333333,0.0,6,0.3726779962499649,0.0
267,7683,114,9842,True,3270,4482,1942,6,0.3333333333333333,0.0,4,1.118033988749895,0.43760000000000004
268,5743,64,1287,False,674,6090,1943,6,0.5,0.0,3,0.0,0.0
269,3483,92,9612,True,1026,1659,1943,10,0.5,0.0,2,2.5,0.0
270,2474,67,13335,False,674,3311,1943,6,1.0,-0.07692307692307693,4,1.5811388300841898,0.0
271,2652,134,5268,True,86,7248,1943,5,0.3333333333333333,0.0,3,1.699673171197595,0.2825846153846154
272,2708,112,10637,True,2271,1346,1943,6,0.5,0.0,3,1.247219128924647,0.5387131578947368
273,3459,89,5312,True,3589,3912,1943,10,0.5,0.0,3,0.9428090415820634,0.43984666666666666
274,6510,45,1606,True,3634,7409,1944,6,0.3333333333333333,0.0,9,2.4393887111222385,0.0
275,5719,110,13335,True,3488,5720,1943,6,0.14285714285714285,0.0,5,3.40587727318528,0.2751972972972973
276,4362,110,3399,True,3147,2912,1943,20,0.3333333333333333,0.1,2,4.5,0.0
277,4578,87,4833,True,3192,7385,1944,6,0.5,0.0,2,1.5,-0.24915714285714285
278,5174,108,63245,True,5,4683,1943,6,0.25,0.0,4,2.0615528128088303,0.18786190476190476
279,6831,156,13335,True,2003,7230,1943,6,0.5,0.0,4,3.112474899497183,0.6013000000000001
280,5688,127,1863,True,868,6187,1943,6,0.2,0.3333333333333333,4,0.4330127018922193,0.0
281,7106,121,1125,False,309,2312,1943,6,0.2,0.0,4,0.82915619758885,0.0
282,576,118,69184,True,173,3828,1943,6,0.3333333333333333,0.1,4,1.6393596310755,0.3297833333333334
283,1005,72,1823,False,3437,2720,1944,6,0.3333333333333333,0.0,1,0.0,0.20545
284,1434,71,1101,False,3192,1908,1944,20,0.3333333333333333,0.0,2,0.0,0.0
285,1912,107,151373,True,117,1384,1944,6,0.3333333333333333,0.0,2,1.5,0.18682321428571427
286,2418,114,27003,True,308,3112,1944,6,0.25,0.0,1,0.0,0.18142857142857144
287,2799,124,2160,True,1140,1917,1944,3,1.0,0.0,2,1.0,0.0
288,3115,85,2308,True,1009,2522,1944,6,0.14285714285714285,0.0,3,2.8284271247461903,0.0
289,3473,88,45504,True,2828,4107,1944,10,0.2,0.0,1,0.0,0.216284
290,3548,97,28060,True,5,3229,1944,21,0.25,0.0,1,0.0,0.13332941176470592
