tconst,primaryTitle,startYear,runtimeMinutes,numVotes,label,director_id,writer_id,clean_title,word_count
tt0032520,The Ghost Breakers,1940,85,3378,True,nm0550892,nm0323766,the ghost breakers,3
tt0032904,The Philadelphia Story,2005,112,66874,True,nm0002030,nm0759029,the philadelphia story,3
tt0033022,Sáps át Séá,1940,56,2766,True,nm0235066,nm0491048,sáps át séá,3
tt0033152,The Thief of Bagdad,2005,106,12840,True,nm0003490,nm0000067,the thief of bagdad,4
tt0033945,Never Give a Sucker an Even Break,1941,71,2315,True,nm0166836,nm0001211,never give a sucker an even break,7
tt0034862,Holiday Inn,1942,100,14436,True,nm0762263,nm0841702,holiday inn,2
tt0035009,The Mad Monster,1942,77,1720,False,nm0627864,nm0617202,the mad monster,3
tt0036260,Phantom Lady,1944,87,4833,True,nm0802563,nm0941280,phantom lady,2
tt0036716,Cobra Woman,1944,71,1101,False,nm0802563,nm0201405,cobra woman,2
tt0037055,The Mask of Dimitrios,1944,95,3530,True,nm0624535,nm0001907,the mask of dimitrios,4
tt0037913,Mildréd Piércé,1945,111,24727,True,nm0002031,nm0932163,mildréd piércé,2
tt0037939,The Naughty Nineties,1945,76,1957,True,nm0946391,nm0115669,the naughty nineties,3
tt0038057,Scarlet Street,1945,102,15930,True,nm0000485,nm0629580,scarlet street,2
tt0038355,The Big Sleep,1946,114,83357,True,nm0001328,nm0151452,the big sleep,3
tt0038733,Stáirwáy tớ Héávén,1946,104,21218,True,nm0003836,nm0696247,stáirwáy tớ héávén,3
tt0039305,Dead Reckoning,2005,100,7368,True,nm0188669,nm0081126,dead reckoning,2
tt0039631,Monsieur Verdoux,1947,124,16962,True,nm0000122,nm0000080,monsieur verdoux,2
tt0039676,The October Man,2005,95,1260,True,nm0001928,nm0001907,the october man,3
tt0040626,My Dear Secretary,1948,94,4527,False,nm0552058,nm0552058,my dear secretary,3
tt0040724,Réd Rivér,1948,133,30065,True,nm0001328,nm0773660,réd rivér,2
tt0040737,Bitter Rice,1949,108,4052,True,nm0211459,nm0598102,bitter rice,2
tt0040795,Sitting Pretty,1948,83,2332,True,nm0485943,nm0202600,sitting pretty,2
tt0040843,The Street with No Name,1948,91,2910,True,nm0445033,nm0257143,the street with no name,5
tt0040970,The Winslow Boy,1948,117,1422,True,nm0002190,nm0344645,the winslow boy,3
tt0042395,Dévil's Dớớrwáy,1950,84,1544,True,nm0542649,nm0873613,dévils dớớrwáy,2
tt0042451,Father of the Bride,1950,92,10941,True,nm0591486,nm0834117,father of the bride,4
tt0042742,Mister 880,1950,90,1519,True,nm0332539,nm0571306,mister 880,2
tt0042792,No Way Out,1950,106,4931,True,nm0000581,nm0948634,no way out,3
tt0043278,An American in Paris,1951,114,32528,True,nm0591486,nm0503585,an american in paris,4
tt0043332,Beautiful,1951,114,4439,True,nm0899581,nm0899581,beautiful,1
tt0043769,The Magic Box,1951,118,1241,True,nm0099589,nm0001907,the magic box,3
tt0043918,Thé Littlé Wớrld ớf Dớn Cámillớ,1952,107,4348,True,nm0245213,nm0080755,thé littlé wớrld ớf dớn cámillớ,6
tt0043927,La Poison,1951,85,1262,True,nm0347589,nm0347589,la poison,2
tt0045205,Sudden Fear,1952,110,5993,True,nm0588183,nm0001076,sudden fear,2
tt0045554,Welcome Mr. Marshall!,1953,78,4153,True,nm0305557,nm0586263,welcome mr marshall,3
tt0045793,From Here to Eternity,1953,118,45651,True,nm0003593,nm0428296,from here to eternity,4
tt0046248,Robot Monster,1953,66,4924,False,nm0875973,nm0649560,robot monster,2
tt0047494,The Silver Chalice,1954,142,1562,False,nm0767701,nm0760488,the silver chalice,3
tt0047647,Vera Cruz,1954,94,9802,True,nm0000736,nm0153698,vera cruz,2
tt0048337,A Man Called Peter,1955,119,1007,True,nm0467396,nm0550798,a man called peter,4
tt0048342,The Man from Laramie,1955,103,10440,True,nm0542649,nm0283638,the man from laramie,4
tt0048380,Mister Roberts,1955,123,16258,True,nm0000406,nm0373764,mister roberts,2
tt0049783,The Forty-First,2005,88,1484,True,nm0161055,nm0492239,the fortyfirst,2
tt0050105,An Affair to Remember,2005,115,29423,True,nm0564970,nm0829330,an affair to remember,4
tt0050356,The Enemy Below,1957,98,10685,True,nm0694090,nm0713454,the enemy below,3
tt0050858,The Pride and the Passion,1957,132,2733,False,nm0006452,nm0271641,the pride and the passion,5
tt0051047,The Tall T,2005,78,5001,True,nm0091430,nm0001465,the tall t,3
tt0051337,Thé 7th Vớyágé ớf Sinbád,1958,88,12888,True,nm0432846,nm0366063,thé 7th vớyágé ớf sinbád,5
tt0051507,Curse of the Faceless Man,2005,67,1035,False,nm0128715,nm0003198,curse of the faceless man,5
tt0052151,Run Silent Run Deep,1958,93,11169,True,nm0936404,nm0063459,run silent run deep,4
tt0052188,She Gods of Shark Reef,1958,63,1002,False,nm0000339,nm0831580,she gods of shark reef,5
tt0052646,The Brain That Wouldn't Die,2005,82,6802,False,nm0338018,nm0138223,the brain that wouldnt die,5
tt0052735,The Devil's Disciple,1959,83,2382,True,nm0533241,nm0789737,the devils disciple,3
tt0052876,The Hanging Tree,1959,107,4083,True,nm0202681,nm0424986,the hanging tree,3
tt0053121,Fires on the Plain,1959,108,4527,True,nm0406728,nm0905271,fires on the plain,4
tt0053183,Pork Chop Hill,1959,97,4527,True,nm0587277,nm0916139,pork chop hill,3
tt0053242,Sápphiré,1959,92,1730,True,nm0213136,nm0375355,sápphiré,1
tt0053765,The Goddess,1960,93,2182,True,nm0006249,nm0006249,the goddess,2
tt0053796,The Entertainer,1960,96,3278,True,nm0724798,nm0460600,the entertainer,2
tt0053967,The Young One,1960,96,2716,True,nm0000320,nm0000320,the young one,3
tt0054189,Purple Noon,1960,118,15669,True,nm0167496,nm0337541,purple noon,2
tt0054387,The Time Machine,1960,103,39561,True,nm0657162,nm0920229,the time machine,3
tt0054412,Tunes of Glory,1960,107,4527,True,nm0623768,nm0447860,tunes of glory,3
tt0055032,Jules and Jim,1962,105,40021,True,nm0000076,nm0344171,jules and jim,3
tt0055294,The Phantom Planet,1961,82,2898,False,nm0550777,nm0550777,the phantom planet,3
tt0056059,Hatari!,1962,157,12556,True,nm0001328,nm0475823,hatari,1
tt0056215,Mamma Roma,1962,106,8890,True,nm0001596,nm0001596,mamma roma,2
tt0056537,Subarnarekha,1965,143,1035,True,nm0315547,nm0422587,subarnarekha,1
tt0056732,The Exterminating Angel,1962,95,32160,True,nm0000320,nm0017274,the exterminating angel,3
tt0057180,The Incredible Journey,2005,80,4480,True,nm0548529,nm0122484,the incredible journey,3
tt0057239,The L-Shaped Room,1962,126,1905,True,nm0285302,nm0285302,the lshaped room,3
tt0057344,Any Number Can Win,1963,118,3390,True,nm0894577,nm0800631,any number can win,4
tt0057490,The Servant,1963,116,11433,True,nm0521334,nm0560855,the servant,2
tt0057530,A Stitch in Time,1963,89,1122,True,nm0038895,nm0504087,a stitch in time,4
tt0057579,The Three Lives of Thomasina,1963,97,2287,True,nm0149548,nm0302904,the three lives of thomasina,5
tt0057859,Monstrosity,1963,65,2705,False,nm0556140,nm0689565,monstrosity,1
tt0057933,The Chalk Garden,1964,106,2091,True,nm0623768,nm0046779,the chalk garden,3
tt0058050,The Earth Dies Screaming,1964,62,1727,False,nm0279807,nm0189171,the earth dies screaming,4
tt0058213,"Hush...Hush, Sweet Charlotte",1964,133,14036,True,nm0000736,nm0375355,hushhush sweet charlotte,3
tt0058390,The Naked Kiss,1964,90,7570,True,nm0002087,nm0002087,the naked kiss,3
tt0058576,Seven Days in May,1964,118,15215,True,nm0001239,nm0785245,seven days in may,4
tt0059124,Dr. Goldfoot and the Bikini Machine,1965,88,2181,False,nm0393094,nm0382384,dr goldfoot and the bikini machine,6
tt0059287,How to Stuff a Wild Bikini,1965,93,1450,False,nm0038906,nm0870150,how to stuff a wild bikini,6
tt0060074,Agent for H.A.R.M.,1966,84,1444,False,nm0652631,nm0731741,agent for harm,3
tt0060165,A Big Hand for the Little Lady,1966,95,4527,True,nm0177034,nm0140987,a big hand for the little lady,7
tt0060474,La Grande Vadrouille,1966,132,17162,True,nm0653620,nm0845966,la grande vadrouille,3
tt0060635,Dragon Inn,1967,111,2728,True,nm0002254,nm0002254,dragon inn,2
tt0061197,Winnetou and the Crossbreed,1966,90,4527,False,nm0679974,nm0219043,winnetou and the crossbreed,4
tt0061489,Clambake,1967,99,4527,False,nm0618834,nm0114948,clambake,1
tt0061759,The Hellcats,1968,90,1803,False,nm0805500,nm0924928,the hellcats,2
tt0061855,When I Am Dead and Gone,1967,79,1180,True,nm0667870,nm0586235,when i am dead and gone,6
tt0061955,The Bride Wore Black,1968,107,9110,True,nm0000076,nm0723827,the bride wore black,4
tt0061994,Plucked,1968,86,1400,False,nm0703368,nm0703368,plucked,1
tt0062229,Le Samouraï,1967,105,49085,True,nm0578483,nm0670958,le samouraï,2
tt0062765,Búllitt,2005,114,66228,True,nm0946811,nm0279302,búllitt,1
tt0063023,The Adventures of Goopy and Bagha,1969,132,2405,True,nm0006249,nm0713082,the adventures of goopy and bagha,6
tt0063288,Be Sick... It's Free,1968,98,1498,True,nm0952737,nm0952737,be sick its free,4
tt0063845,The Golden Calf,1968,164,2712,True,nm0796073,nm0796073,the golden calf,3
tt0064107,A Boy Named Charlie Brown,1969,86,4856,True,nm0006837,nm0776433,a boy named charlie brown,5
tt0064155,Charro!,1969,98,1920,False,nm0912766,nm0288996,charro,1
tt0065446,The Ballad of Cable Hogue,2005,121,9288,True,nm0001603,nm0206137,the ballad of cable hogue,5
tt0065969,The Last Valley,1971,125,3125,True,nm0165412,nm0681725,the last valley,3
tt0066289,The Cruise,1970,65,3318,True,nm0686137,nm0686137,the cruise,2
tt0066498,The Ear,1990,94,2763,True,nm0434189,nm0935156,the ear,2
tt0067108,Delusions of Grandeur,1971,108,6943,True,nm0653620,nm0176420,delusions of grandeur,3
tt0067227,Thé Mérchánt ớf Fớúr Séásớns,1972,88,4616,True,nm0001202,nm0001202,thé mérchánt ớf fớúr séásớns,5
tt0067464,The Girl on a Broomstick,1972,76,1251,True,nm0903474,nm0903474,the girl on a broomstick,5
tt0067487,The Night Evelyn Came Out of the Grave,2005,103,2435,False,nm0591987,nm0591987,the night evelyn came out of the grave,8
tt0067814,Love,1971,88,4527,True,nm0538652,nm0246370,love,1
tt0067995,Women in Cages,1971,81,1577,False,nm0502479,nm0652356,women in cages,3
tt0068370,Children Shouldn't Play with Dead Things,1972,87,4527,False,nm0163706,nm0650276,children shouldnt play with dead things,6
tt0068918,Manson,1973,83,1003,True,nm0376801,nm0581216,manson,1
tt0069024,Nothing But the Night,1973,90,1741,False,nm0765856,nm2531967,nothing but the night,4
tt0069035,The New Land,1972,202,4390,True,nm0873296,nm0873296,the new land,3
tt0069289,Snoopy Come Home,1972,81,4537,True,nm0006837,nm0776433,snoopy come home,3
tt0069400,Trafic,1971,96,6355,True,nm0004244,nm0351842,trafic,1
tt0069737,Distant Thunder,1973,101,1458,True,nm0006249,nm0006249,distant thunder,2
tt0070439,Unbelievable Adventures of Italians in Russia,1974,104,5541,True,nm0752922,nm0752922,unbelievable adventures of italians in russia,6
tt0070679,Shaft in Africa,1973,112,4527,False,nm0347086,nm0798103,shaft in africa,3
tt0071230,Blazing Saddles,1974,93,133304,True,nm0000316,nm0880078,blazing saddles,2
tt0071486,White Collar Blues,1975,108,6015,True,nm0757790,nm0897715,white collar blues,3
tt0071532,The Gambler,1974,111,4984,True,nm0718554,nm0864812,the gambler,2
tt0071544,General Idi Amin Dada: A Self Portrait,1974,92,1862,True,nm0775447,nm0775447,general idi amin dada a self portrait,7
tt0071853,Monty Python and the Holy Grail,1975,91,522043,True,nm0000416,nm0540627,monty python and the holy grail,6
tt0071908,A Jungle Book of Regulations,1974,91,1091,True,nm0054402,nm0878957,a jungle book of regulations,5
tt0071956,Writtén Ớff,1974,88,1214,True,nm0229210,nm0667641,writtén ớff,2
tt0072245,TNT Jackson,1974,72,1181,False,nm0379391,nm0582465,tnt jackson,2
tt0072867,Sharon's Baby,1975,95,1248,False,nm0765856,nm1754515,sharons baby,2
tt0073691,Tarzoon: Shame of the Jungle,1975,85,1224,False,nm0681617,nm0064186,tarzoon shame of the jungle,5
tt0074478,Émánúéllé in Bángkớk,1976,92,1045,False,nm0001090,nm0018159,émánúéllé in bángkớk,3
tt0074593,Grizzly,1976,91,4754,False,nm0320852,nm0697785,grizzly,1
tt0075788,"Bruce Lee, the Legend",1984,88,1092,True,nm0387337,nm0147252,bruce lee the legend,4
tt0075902,Man of Marble,1977,165,4238,True,nm0906667,nm0778448,man of marble,3
tt0075936,Desperate Living,1977,90,5265,True,nm0000691,nm0000691,desperate living,2
tt0075984,Emanuelle and the Last Cannibals,1977,94,2894,False,nm0001090,nm0768899,emanuelle and the last cannibals,5
tt0076009,Exorcist II: The Heretic,1977,117,23979,False,nm0657853,nm0657853,exorcist ii the heretic,4
tt0076085,A Special Day,1977,106,13388,True,nm0778633,nm0182454,a special day,3
tt0076391,Miminớ,1977,95,5776,True,nm0199381,nm0199381,miminớ,1
tt0076649,The Beast in Heat,1977,86,4527,False,nm0061608,nm0061608,the beast in heat,4
tt0076740,Sorcerer,1977,121,20272,True,nm0001243,nm1064118,sorcerer,1
tt0077288,La Cage aux Folles,2005,97,10532,True,nm0596850,nm0200473,la cage aux folles,4
tt0077707,The Hypothesis of the Stolen Painting,1978,66,1082,True,nm0749914,nm0460074,the hypothesis of the stolen painting,6
tt0077904,The Manitou,1978,104,2804,False,nm0320852,nm0691193,the manitou,2
tt0078252,Snake in the Eagle's Shadow,1978,97,11419,True,nm0950759,nm0874619,snake in the eagles shadow,5
tt0078788,Ápớcálypsé Nớw,1979,147,636802,True,nm0000338,nm0175676,ápớcálypsé nớw,2
tt0078935,Cannibal Holocaust,1980,95,53698,False,nm0219959,nm0824216,cannibal holocaust,2
tt0079027,Thé Dárk,2005,92,1525,False,nm0004616,nm0926247,thé dárk,2
tt0079221,Hanky Panky,1979,120,18804,True,nm0611531,nm0713592,hanky panky,2
tt0079576,More American Graffiti,1979,110,4527,False,nm0636165,nm0404754,more american graffiti,3
tt0079788,Zombie Holocaust,1980,84,5319,False,nm0320946,nm0768899,zombie holocaust,2
tt0079833,Lupin III: The Castle of Cagliostro,1979,100,29399,True,nm0594503,nm0495728,lupin iii the castle of cagliostro,6
tt0079889,Sankarabharanam,1980,143,2117,True,nm0899649,nm0899649,sankarabharanam,1
tt0080100,The Visitor,1979,108,3581,False,nm0660873,nm0039890,the visitor,2
tt0080421,Battle Beyond the Stars,1980,104,8828,False,nm0000339,nm0245683,battle beyond the stars,4
tt0080492,Can't Stop the Music,1980,124,4062,False,nm0908055,nm0139591,cant stop the music,4
tt0081229,Night of the Demon,1980,92,1836,False,nm1111262,nm0931335,night of the demon,4
tt0081400,Ráisé thé Titánic,1980,115,4527,False,nm0417054,nm0193774,ráisé thé titánic,3
tt0082162,Chashme Buddoor,1981,145,2427,True,nm0660936,nm0660936,chashme buddoor,2
tt0082183,La Chèvre,1981,90,8746,True,nm0891554,nm0891554,la chèvre,2
tt0082427,Thé Fúnhớúsé,1981,96,13250,False,nm0001361,nm0088746,thé fúnhớúsé,2
tt0082436,The Grilling,1981,87,4613,True,nm0002218,nm0002192,the grilling,2
tt0082511,Hell Night,1981,101,7238,False,nm0221265,nm0271098,hell night,2
tt0082640,Lády Cháttérléy's Lớvér,1981,104,2727,False,nm0415333,nm0926924,lády cháttérléys lớvér,3
tt0082744,Midnight,1982,94,1019,False,nm0751652,nm0751652,midnight,1
tt0082958,The Pursuit of D.B. Cooper,1981,100,1174,False,nm0474539,nm0279971,the pursuit of db cooper,5
tt0083006,Rớllớvér,1981,116,1222,False,nm0001587,nm9506614,rớllớvér,1
tt0083190,Thief,1981,123,4527,True,nm0000520,nm0000520,thief,1
tt0083590,The Atomic Cafe,1982,86,4078,True,nm0516363,\N,the atomic cafe,3
tt0084237,The Last Unicorn,1982,92,25827,True,nm0060072,nm0063566,the last unicorn,3
tt0084357,Thé Living Déád Girl,1982,86,2130,False,nm0210811,nm0210811,thé living déád girl,4
tt0084477,Partners,1982,93,1304,False,nm0123273,nm0891554,partners,1
tt0084934,Yol,1982,114,13274,True,nm0351410,nm0351566,yol,1
tt0085244,The Big Chill,1983,105,35691,True,nm0001410,nm0070660,the big chill,3
tt0085276,Breathless,1983,100,9111,False,nm0564319,nm0001031,breathless,1
tt0085461,The Dresser,1983,118,4527,True,nm0946811,nm0367838,the dresser,2
tt0085518,Faces of Death II,1981,85,1911,False,nm0777291,nm0777291,faces of death ii,4
tt0086011,A Night in Heaven,1983,83,1324,False,nm0000814,nm0570219,a night in heaven,4
tt0086087,Pauline at the Beach,1983,95,8826,True,nm0006445,nm0006445,pauline at the beach,4
tt0086102,Phar Lap,1983,107,1733,True,nm0934578,nm0932011,phar lap,2
tt0087414,The Hit,1984,98,8120,True,nm0001241,nm0697701,the hit,2
tt0087746,Mớrtúáry,1983,93,2187,False,nm0042849,nm0773104,mớrtúáry,1
tt0087759,Murder-Rock: Dancing Death,1984,93,1745,False,nm0002086,nm0316363,murderrock dancing death,3
tt0088146,A Soldier's Story,1984,101,4527,True,nm0422484,nm0298191,a soldiers story,3
tt0088175,Sta se zgodi kad se ljubav rodi,1984,103,1129,True,nm0129970,nm0548654,sta se zgodi kad se ljubav rodi,7
tt0088224,Tank,2005,113,4269,False,nm0159007,nm0330108,tank,1
tt0088379,Thé Wárriớr ánd thé Sớrcéréss,1984,81,2008,False,nm0110821,nm0644823,thé wárriớr ánd thé sớrcéréss,5
tt0088782,Before Stonewall,1984,87,1079,True,nm0771652,\N,before stonewall,2
tt0088879,Il camorrista,1986,171,4527,True,nm0868153,nm0550091,il camorrista,2
tt0089308,Howling II: ... Your Sister Is a Werewolf,1985,91,6997,False,nm0602333,nm0765434,howling ii  your sister is a werewolf,7
tt0089420,King David,1985,114,2277,False,nm0000915,nm0182689,king david,2
tt0089622,Morons from Outer Space,1985,86,1891,False,nm0388198,nm0809321,morons from outer space,4
tt0089746,The Funeral,1984,124,1231,True,nm0411631,nm0411631,the funeral,2
tt0089847,The Protector,2005,91,4438,False,nm0322785,nm1146362,the protector,2
tt0090356,Young Lady Chatterley II,1985,86,1149,False,nm0003085,nm0492692,young lady chatterley ii,4
tt0090563,Betty Blue,1986,185,20578,True,nm0000894,nm0000894,betty blue,2
tt0090565,Four Adventures of Reinette and Mirabelle,1987,99,2597,True,nm0006445,nm0591892,four adventures of reinette and mirabelle,6
tt0090576,The Assault,1986,141,3177,True,nm0705444,nm0611879,the assault,2
tt0090579,Voyeur,1986,100,2289,True,nm0912334,nm0912334,voyeur,1
tt0091064,The Fly,1986,96,171445,True,nm0000343,nm0000343,the fly,2
tt0091544,Monster in the Closet,1986,90,2588,False,nm0197088,nm0074990,monster in the closet,4
tt0091990,Sorority House Massacre,1986,74,3217,False,nm0290867,nm0290867,sorority house massacre,3
tt0092117,True Stories,1986,89,6427,True,nm0126154,nm0126154,true stories,2
tt0092297,Zombie Nightmare,1987,89,3475,False,nm0063851,nm0920001,zombie nightmare,2
tt0092548,American Ninja 2: The Confrontation,1987,90,8604,False,nm0278735,nm0095718,american ninja 2 the confrontation,5
tt0092558,Motherland Hotel,1987,101,3751,True,nm0442693,nm0442693,motherland hotel,2
tt0092798,Critical Condition,1987,97,3400,False,nm0000776,nm0842905,critical condition,2
tt0092929,Drowning by Numbers,1988,118,9937,True,nm0000425,nm0000425,drowning by numbers,3
tt0093036,Flowers in the Attic,1987,93,9959,False,nm0089177,nm0089177,flowers in the attic,4
tt0093111,The Grand Highway,1987,104,1556,True,nm0399464,nm0399464,the grand highway,3
tt0093132,Hachi-ko,1987,107,5073,True,nm0477771,nm0793881,hachiko,1
tt0093756,Police Academy 4: Citizens on Patrol,1987,88,41984,False,nm0236930,nm0790775,police academy 4 citizens on patrol,6
tt0093986,Slám Dáncé,1987,92,1520,False,nm0911061,nm0649210,slám dáncé,2
tt0094361,You Talkin' to Me?,1987,97,1068,False,nm0935203,nm0935203,you talkin to me,4
tt0094407,Ödipussi,1988,88,3717,True,nm0902086,nm0902086,ödipussi,1
tt0094594,1969,1988,95,3739,False,nm0860125,nm0860125,1969,1
tt0094737,Big,1988,104,210527,True,nm0001508,nm0818576,big,1
tt0094794,The Brain,1988,94,2397,False,nm0402434,nm0669192,the brain,2
tt0094799,"Bright Lights, Big City",1988,107,4527,False,nm0108745,nm0570557,bright lights big city,4
tt0094813,Bulletproof,1987,93,1344,False,nm0142587,nm0325740,bulletproof,1
tt0095262,Mobile Suit Gundam: Char's Counterattack,1988,124,1573,True,nm0866707,nm0866707,mobile suit gundam chars counterattack,5
tt0095467,A Short Film About Love,1988,87,21976,True,nm0001425,nm0682830,a short film about love,5
tt0095497,Thé Lást Témptátiớn ớf Christ,1988,164,55361,True,nm0000217,nm0001707,thé lást témptátiớn ớf christ,5
tt0095511,Lá léctricé,1988,99,1610,True,nm0222545,nm0222545,lá léctricé,2
tt0095953,Rain Man,1988,133,4527,True,nm0001469,nm0060103,rain man,2
tt0096037,Satisfaction,1988,92,3514,False,nm0293445,nm12581086,satisfaction,1
tt0097174,Deathstalker and the Warriors from Hell,1988,86,4527,False,nm0180541,nm0169438,deathstalker and the warriors from hell,6
tt0097263,Edge of Sanity,1989,85,1457,False,nm0048158,nm0829044,edge of sanity,3
tt0097940,Mystéry Tráin,1989,110,27376,True,nm0000464,nm0000464,mystéry tráin,2
tt0098319,Shirley Valentine,2005,108,7768,True,nm0318150,nm0751516,shirley valentine,2
tt0098999,Agneepath,1990,174,8791,True,nm0002172,nm0765454,agneepath,1
tt0099395,Def by Temptation,1990,95,1550,False,nm0093875,nm0093875,def by temptation,3
tt0099701,The Rift,1990,83,4527,False,nm0685034,nm0933214,the rift,2
tt0099785,Home Alone,1990,103,522658,True,nm0001060,nm0000455,home alone,2
tt0100151,Mindwálk,1990,112,3034,True,nm0003464,nm0135586,mindwálk,1
tt0100332,Paris Is Burning,1990,71,14395,True,nm0515255,\N,paris is burning,3
tt0101660,The Dark Backward,1991,101,3660,False,nm0726472,nm0726472,the dark backward,3
tt0101698,Défénding Yớúr Lifé,1991,112,18397,True,nm0000983,nm0000983,défénding yớúr lifé,3
tt0101775,Drop Dead Fred,1991,103,28135,False,nm0429517,nm0277759,drop dead fred,3
tt0102011,"He Said, She Said",1991,115,6876,False,nm0477129,nm0389830,he said she said,4
tt0102095,If Looks Could Kill,1991,88,6914,False,nm0213100,nm0823015,if looks could kill,4
tt0102388,The Man in the Moon,1991,99,16319,True,nm0612322,nm0935053,the man in the moon,5
tt0102583,"Olivier, Olivier",1992,110,1756,True,nm0002140,nm0213535,olivier olivier,2
tt0102816,Center Stage,1991,126,2068,True,nm0477102,nm0158402,center stage,2
tt0103077,There's Nothing Out There,1991,91,1536,False,nm0437490,nm0437490,theres nothing out there,4
tt0104028,The Black Bomber,1992,116,3185,True,nm0048037,nm0054720,the black bomber,3
tt0104299,Freejack,1992,110,15791,False,nm0614276,nm0319659,freejack,1
tt0104605,Khiladi,1992,157,7963,True,nm0122217,nm1031548,khiladi,1
tt0104658,L.627,1992,145,1927,True,nm0851724,nm0851724,l627,1
tt0104837,Méátbálls 4,1992,84,2336,False,nm0517514,nm0517514,méátbálls 4,2
tt0105046,Of Mice and Men,1992,115,42645,True,nm0000641,nm0285210,of mice and men,4
tt0105089,The Panama Deception,1992,91,1078,True,nm0872134,nm0440722,the panama deception,3
tt0105104,Pásséngér 57,1992,84,47083,False,nm0393661,nm0521739,pásséngér 57,2
tt0105185,Pigs,1992,104,4527,True,nm0664582,nm0664582,pigs,1
tt0105438,Dream of Light,1992,133,4527,True,nm0258977,nm0529840,dream of light,3
tt0105526,The Taking of Beverly Hills,1991,96,1197,False,nm0002089,nm0121653,the taking of beverly hills,5
tt0105652,Pushing Hands,1991,105,4074,True,nm0000487,nm0770005,pushing hands,2
tt0105764,Visions of Light,2005,92,3175,True,nm0565342,nm0565342,visions of light,3
tt0106761,Double Dragon,1994,96,13118,False,nm0950819,nm0332467,double dragon,2
tt0106877,Father Hood,1993,95,3102,False,nm0740213,nm0818098,father hood,2
tt0107321,King Uncle,2005,171,2810,False,nm0004363,nm1226230,king uncle,2
tt0107387,Leprechaun,1993,92,25966,False,nm0428751,nm0428751,leprechaun,1
tt0107507,Mánháttán Múrdér Mystéry,2005,104,42564,True,nm0000095,nm0108613,mánháttán múrdér mystéry,3
tt0107625,Mother's Day,1994,95,2056,True,nm0796361,nm0796361,mothers day,2
tt0107894,Psycho Cop Returns,1993,80,2590,False,nm0726472,nm0693933,psycho cop returns,3
tt0108255,Super Mario Bros.,1993,104,52587,False,nm0608084,nm0004412,super mario bros,3
tt0108358,Tombstone,1993,130,4527,True,nm0181902,nm0418883,tombstone,1
tt0108447,The Unnamable II: The Statement of Randolph Carter,1992,104,1024,False,nm0653500,nm0653500,the unnamable ii the statement of randolph carter,8
tt0109066,Vive L'Amour,1994,118,3890,True,nm0158857,nm0946040,vive lamour,2
tt0109809,FleshEater,1988,88,1492,False,nm0386100,nm0709877,flesheater,1
tt0110081,To Live,2005,133,17363,True,nm0955443,nm0950500,to live,2
tt0110116,Immortal Beloved,2005,121,4527,True,nm0741262,nm0741262,immortal beloved,2
tt0110255,Kickboxer 4: The Aggressor,1994,90,3420,False,nm0089502,nm0948818,kickboxer 4 the aggressor,4
tt0110367,Little Women,1994,115,4527,True,nm0000788,nm0842523,little women,2
tt0110613,My Girl 2,1994,99,19313,False,nm0956052,nm0468293,my girl 2,3
tt0110989,Richie Rich,2005,95,67078,False,nm0677953,nm0421084,richie rich,2
tt0111019,Wild Reeds,1994,110,5675,True,nm0029242,nm0029242,wild reeds,2
tt0111174,Showdown,1993,98,1067,False,nm0705675,nm0316736,showdown,1
