tconst,movieTitle,runtimeMinutes,numVotes,label,director_id,writer_id,Year,title_language,title_uniqueness,sentiment_score,word_count,title_word_length_std,tomatometer_rating,tomatometer_count,audience_rating,audience_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,Action & Adventure,Animation,Anime & Manga,Art House & International,Classics,Comedy,Cult Movies,Documentary,Drama,Faith & Spirituality,Gay & Lesbian,Horror,Kids & Family,Musical & Performing Arts,Mystery & Suspense,Romance,Science Fiction & Fantasy,Special Interest,Sports & Fitness,Television,Unknown,Western
17,2489,87,3327,True,3345,4344,1924,6,0.1,-0.5,2,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
18,6377,77,13335,True,385,4642,1924,5,1.0,0.15,3,0.816496580927726,53.0,15.0,36.0,145.0,8,7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,6559,59,9652,True,6,1279,1924,6,0.16666666666666666,0.0,2,3.0,100.0,19.0,89.0,3192.0,19,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,4575,105,1042,True,814,838,1924,13,0.02631578947368421,0.0,2,1.0,81.0,36.0,80.0,277986.0,29,7,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
21,5496,82,7695,True,200,565,1925,26,0.25,0.0,1,0.0,67.0,12.0,73.0,9355.0,8,4,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,6918,155,6001,True,3519,7379,1924,6,0.045454545454545456,0.0,4,1.5811388300841898,96.0,27.0,82.0,2299.0,26,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
23,6133,77,5374,True,3345,6770,1925,6,0.08333333333333333,0.0,2,2.5,94.0,49.0,61.0,11850.0,46,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24,6331,125,1554,True,2703,9174,1925,6,0.3333333333333333,0.0,3,1.699673171197595,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
25,6178,95,107475,True,21,21,1925,6,1.0,0.0,3,0.4714045207910317,100.0,50.0,93.0,20545.0,50,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,2571,140,9649,True,336,4617,1924,0,0.25,0.0,1,0.0,47.0,142.0,33.0,46.0,67,75,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
27,6421,81,1646,True,868,1352,1935,6,0.3333333333333333,-0.1875,3,1.699673171197595,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
28,6639,93,17887,True,3109,4244,1925,6,0.025,0.0,5,1.7888543819998317,38.0,13.0,53.0,49310.0,5,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
29,7037,95,1497,False,3116,133,1925,6,0.00847457627118644,0.0,4,1.6393596310755,98.0,120.0,89.0,876327.0,118,2,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
30,757,77,3285,True,6,6447,1926,5,0.16666666666666666,0.0,2,1.0,80.0,10.0,75.0,685.0,8,2,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
31,826,143,7539,True,2613,1390,1925,6,0.04,0.0,6,1.8856180831641267,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
32,2208,107,14809,True,385,3197,1926,5,0.3333333333333333,0.0,1,0.0,94.0,31.0,91.0,5580.0,29,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
33,191,70,3357,True,2009,8437,1926,6,0.2,0.0,4,2.29128784747792,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
34,1184,80,1057,True,2078,6331,1926,6,0.3333333333333333,0.0,3,0.4714045207910317,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
35,6768,115,1768,True,3200,3208,1926,6,0.5,0.0,3,1.699673171197595,13.0,38.0,41.0,20460.0,5,33,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
36,65,92,1165,True,71,1174,1926,5,0.25,-0.6999999999999998,3,0.9428090415820634,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
37,6151,67,87784,True,6,5,1926,6,0.08333333333333333,0.05000000000000002,2,2.0,93.0,57.0,92.0,11508.0,53,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
38,2660,95,1080,True,2431,4741,1935,9,0.5,0.7,1,0.0,81.0,48.0,89.0,41739.0,39,9,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39,6350,160,2081,True,191,4465,1927,6,1.0,0.0,4,1.118033988749895,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
40,6059,85,13335,True,2838,7496,1927,5,0.5,0.0,5,3.03315017762062,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41,4183,330,7622,True,1462,2644,1927,10,1.0,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
42,107,110,3499,True,782,5018,1927,6,0.2,0.0,2,1.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
43,6878,106,1459,True,2271,4793,1927,5,0.1,0.1,6,2.7938424357067015,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
44,7363,80,2912,True,2988,2610,1927,10,0.08333333333333333,0.0,1,0.0,31.0,162.0,79.0,495941.0,50,112,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
45,6970,63,7850,True,841,5830,1927,6,0.16666666666666666,-0.1,2,2.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
46,7654,144,13335,True,3569,6112,1927,5,0.1,0.0,1,0.0,93.0,46.0,78.0,3530.0,43,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,803,100,1093,True,3569,6920,1928,6,0.5,0.0,3,2.0548046676563256,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
48,5893,76,11388,True,6,4942,1928,6,0.1,0.0,2,3.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
49,5921,72,32601,True,21,21,1928,31,1.0,0.0,2,1.5,96.0,26.0,94.0,6725.0,25,1,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
50,5972,98,8197,True,3475,903,1928,6,0.25,0.0,2,1.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
51,3605,69,2231,True,1355,5756,1928,18,0.3333333333333333,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
52,5222,83,3695,True,3475,6516,1928,6,0.3333333333333333,0.0,2,1.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
53,5393,85,3613,True,3590,2973,1928,17,0.14285714285714285,0.0,1,0.0,100.0,6.0,89.0,707.0,6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,5486,102,2314,True,782,6690,1928,17,0.3333333333333333,0.0,2,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
55,599,90,1530,True,2397,6989,1929,5,0.3333333333333333,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
56,1503,76,2127,False,3345,6770,1929,10,0.2,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
57,3003,95,1049,False,1101,3263,1928,6,0.3333333333333333,0.1,3,2.160246899469287,56.0,9.0,38.0,356.0,5,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
58,3684,100,1308,True,782,6925,1929,2,0.1,0.3333333333333333,2,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
59,4742,101,3226,True,766,312,1932,9,0.16666666666666666,0.0,2,0.0,100.0,7.0,78.0,960.0,7,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60,1399,77,3199,True,385,3332,1930,6,0.2,0.0,2,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
61,2101,88,1102,True,329,304,1929,20,0.5,0.0,3,1.632993161855452,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
62,3228,85,2275,False,5,5790,1929,6,0.3333333333333333,0.0,4,1.6393596310755,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
63,6867,63,13335,True,3254,2832,1937,10,0.08333333333333333,0.0,5,0.9797958971132712,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
64,7355,96,2214,True,1009,1638,1930,10,1.0,0.0,5,1.2649110640673518,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
65,3415,91,4105,True,2922,4976,1931,10,0.25,0.0,2,2.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
66,2326,70,69780,True,295,794,1931,5,0.125,0.0,1,0.0,17.0,6.0,47.0,104.0,1,5,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
67,3699,117,152166,True,86,7066,1931,5,0.3333333333333333,0.0,1,0.0,100.0,58.0,95.0,36181.0,58,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
68,3828,130,2251,True,2043,5306,1931,15,1.0,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
69,6810,85,13335,False,5,2641,1931,6,0.3333333333333333,-0.4,3,0.4714045207910317,38.0,8.0,17.0,345.0,3,5,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
70,5491,80,1738,True,3475,5802,1931,17,1.0,0.0,2,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
71,5608,86,5639,True,385,6956,1931,6,0.3333333333333333,0.0,7,1.3997084244475304,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
72,7176,90,1364,True,2701,5138,1931,22,0.5,0.0,2,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
73,7525,81,2828,True,295,6318,1931,17,0.3333333333333333,0.0,2,1.0,80.0,5.0,89.0,4631.0,4,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
74,189,104,4392,True,1009,1638,1931,10,1.0,0.0,4,2.29128784747792,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
75,442,75,1996,True,173,5832,1932,6,0.3333333333333333,0.0,2,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
76,7690,115,1409,True,703,4092,1932,6,0.3333333333333333,0.0,2,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
77,5988,75,1232,True,1588,3535,1932,6,0.2,-0.15,3,0.816496580927726,97.0,64.0,77.0,6032.0,62,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78,2336,64,44794,True,841,5845,1932,8,0.16666666666666666,0.0,1,0.0,95.0,55.0,88.0,24463.0,52,3,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
79,6588,72,10558,True,295,5606,1932,6,0.3333333333333333,-0.024999999999999994,4,0.82915619758885,96.0,26.0,72.0,2766.0,25,1,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
80,4398,78,2389,True,308,4539,1932,6,0.16666666666666666,0.0,4,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
81,1991,110,4225,False,5,6971,1931,6,0.25,0.0,3,2.494438257849294,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
82,7271,83,14090,True,2271,554,1932,6,0.3333333333333333,-0.2,3,2.6246692913372702,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
83,2954,100,5332,True,2701,5295,1932,31,0.3333333333333333,0.0,4,1.0897247358851685,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
84,7419,75,17361,True,374,354,1932,15,0.3333333333333333,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
85,7573,88,2294,True,308,6596,1932,31,0.125,0.0,3,2.160246899469287,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
86,220,85,1432,True,1079,2634,1933,20,0.5,0.0,4,1.920286436967152,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
87,1281,112,5038,False,2242,966,1933,1,0.5,0.0,1,0.0,59.0,29.0,26.0,1027.0,17,12,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
88,4535,100,1306,True,2701,5295,1933,11,0.5,0.0,2,1.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
89,1023,90,1904,True,2965,6208,1933,6,0.25,0.0,2,1.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
90,1970,69,59069,True,2409,3683,1933,6,0.25,0.0,2,0.0,92.0,51.0,91.0,36418.0,47,4,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,6043,73,13335,True,3513,6112,1933,31,0.16666666666666666,0.0,5,0.8,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
92,2069,75,13335,True,1178,1102,1933,12,0.5,0.0,2,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
93,4452,95,1733,False,3259,4442,1933,5,0.5,0.0,5,1.7204650534085253,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
94,3064,68,1261,True,3306,3237,1933,6,0.25,0.0,2,4.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
95,6313,71,33562,True,295,7221,1933,6,0.25,0.0,3,2.8284271247461903,94.0,51.0,85.0,11170.0,48,3,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
96,3106,70,9091,True,1980,7221,1932,31,0.2,0.0,4,1.479019945774904,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
97,3339,100,83177,True,1061,1811,1933,28,0.06666666666666667,0.0,2,0.0,98.0,64.0,86.0,90136.0,63,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
98,3585,115,13335,True,308,559,1933,6,0.05263157894736842,-0.1875,2,0.5,94.0,16.0,78.0,9776.0,16,2,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
99,4741,99,7647,True,2331,3182,1933,6,0.1111111111111111,0.0,2,2.0,90.0,21.0,84.0,3164.0,19,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
100,5353,70,4501,False,3084,5924,1933,6,1.0,0.0,3,0.816496580927726,36.0,11.0,28.0,2463.0,4,7,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
101,6866,70,1448,True,2951,7159,1933,6,0.3333333333333333,0.0,5,1.469693845669907,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
102,3409,89,15408,True,3478,3024,1934,1,0.3333333333333333,0.0,1,0.0,100.0,35.0,89.0,5601.0,35,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
103,3817,77,6625,True,2965,4135,1934,6,0.125,0.0,5,2.1354156504062622,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
104,1002,54,1546,False,798,1181,1934,0,1.0,0.0,2,0.5,75.0,24.0,35.0,8738.0,18,6,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
105,1302,93,1249,True,3457,6997,1934,17,0.125,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
106,1594,91,2038,True,1312,1917,1934,5,0.25,0.0,1,0.0,60.0,5.0,65.0,492.0,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
107,6149,107,13335,True,3046,6764,1934,6,0.1,0.4166666666666667,3,2.357022603955158,93.0,14.0,82.0,3378.0,13,1,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
108,3128,68,5252,True,2427,7242,1934,6,0.09090909090909091,0.0,3,1.247219128924647,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
109,3575,80,1277,True,1651,4212,1934,5,0.25,-0.1875,3,0.9428090415820634,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
110,6456,55,13335,False,798,1181,1934,6,1.0,0.3333333333333333,3,0.9428090415820634,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
111,6486,55,1108,False,798,5362,1934,6,1.0,0.0,4,0.5,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
112,3790,93,13335,True,308,2674,1934,13,0.06666666666666667,-0.3,2,0.0,81.0,16.0,71.0,865.0,13,3,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
113,7191,84,1766,True,2922,2251,1935,8,0.3333333333333333,0.0,1,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
114,6957,114,16974,True,2933,8139,1935,5,0.3333333333333333,0.0,5,1.7204650534085255,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
115,5701,86,55071,True,5,1297,1935,6,0.3333333333333333,0.0,3,1.247219128924647,96.0,51.0,86.0,23890.0,49,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
116,788,84,1074,False,2331,4873,1935,2,0.3333333333333333,-0.125,2,0.0,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
117,5994,53,1147,False,798,6878,1935,6,0.3333333333333333,0.0,3,0.816496580927726,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
118,6183,98,1383,True,3634,323,1935,6,0.3333333333333333,0.7,3,0.816496580927726,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
119,6299,91,6255,True,71,5113,1935,6,0.5,0.0,2,2.5,94.0,16.0,77.0,1081.0,15,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
120,233,128,5596,True,2189,291,1935,6,0.07142857142857142,0.0,5,1.7204650534085253,92.0,13.0,84.0,2145.0,12,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
121,484,80,1362,True,2701,5295,1935,24,0.3333333333333333,0.0,4,1.224744871391589,58.480244321435386,0.0,59.18973086466883,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
