tconst,movieTitle,runtimeMinutes,numVotes,label,director_id,writer_id,Year,title_language,sentiment_score,word_count,tomatometer_rating,audience_rating
tt0019109,Lonesome,69,2231,True,1556,6846,1928,18,0.0,1,67.0,63.0
tt0019379,Show People,83,3695,True,4067,7757,1928,6,0.0,2,67.0,63.0
tt0019412,Speedy,85,3613,True,4203,7680,1928,17,0.0,1,100.0,89.0
tt0019429,Street Angel,102,2314,True,890,7978,1928,17,0.0,2,67.0,63.0
tt0019655,Asphalt,90,1530,True,2789,8331,1929,6,0.0,1,67.0,63.0
tt0019788,Coquette,76,2127,False,3922,8073,1929,10,0.0,1,67.0,63.0
tt0020018,In Old Arizona,95,1049,False,1258,7680,1928,6,0.1,3,56.0,38.0
tt0020122,Lucky Star,100,1308,True,890,8250,1929,2,0.3333333333333333,2,67.0,63.0
tt0020298,Queen Kelly,101,3226,True,359,3322,1932,9,0.0,2,100.0,78.0
tt0020768,City Girl,77,3199,True,412,3923,1930,6,0.0,2,67.0,63.0
tt0020793,Escape from Dartmoor,88,1102,True,350,328,1929,20,0.0,3,67.0,63.0
tt0021015,Juno and the Paycock,85,2275,False,5,6887,1929,6,0.0,4,67.0,63.0
tt0021309,The Story of the Fox,63,13335,True,3813,3338,1937,10,0.0,5,67.0,63.0
tt0021409,Under the Roofs of Paris,96,2214,True,1151,1930,1930,10,0.0,5,67.0,63.0
tt0021739,La Chienne,91,4105,True,3416,5931,1931,10,0.0,2,67.0,63.0
tt0021884,Frankenstein,70,69780,True,311,7140,1931,5,0.0,1,100.0,35.0
tt0022100,M,117,152166,True,89,4186,1931,5,0.0,1,100.0,95.0
tt0022125,Marius,130,2251,True,2377,6309,1931,15,0.0,1,67.0,63.0
tt0022395,The Skin Game,85,13335,False,5,6887,1931,6,-0.4,3,38.0,17.0
tt0022436,Street Scene,80,1738,True,4067,6903,1931,17,0.0,2,67.0,63.0
tt0022458,Tabu A Story of the South Seas,86,5639,True,412,8285,1931,6,0.0,7,67.0,63.0
tt0022485,Tokyo Chorus,90,1364,True,3155,6115,1931,22,0.0,2,67.0,63.0
tt0022550,Waterloo Bridge,81,2828,True,311,6846,1931,17,0.0,2,80.0,89.0
tt0022599,A Nous la Liberte,104,4392,True,1151,1930,1931,10,0.0,4,67.0,63.0
tt0022626,American Madness,75,1996,True,181,6943,1932,6,0.0,2,67.0,63.0
tt0022787,Wooden Crosses,115,1409,True,800,4864,1932,17,0.0,2,67.0,63.0
tt0022802,The Dark Horse,75,1232,True,1828,8927,1932,6,-0.15,3,97.0,77.0
tt0022913,Freaks,64,44794,True,963,8805,1932,8,0.0,1,88.0,86.0
tt0023293,The Old Dark House,72,10558,True,311,7520,1932,6,-0.024999999999999994,4,96.0,72.0
tt0023303,One Hour with You,78,2389,True,327,5405,1932,6,0.0,4,67.0,63.0
tt0023395,East of Shanghai,110,4225,False,5,8305,1931,6,0.0,3,67.0,63.0
tt0023622,Trouble in Paradise,83,14090,True,2648,625,1932,6,-0.2,3,67.0,63.0
tt0023634,I Was Born But,100,5332,True,3155,6297,1932,31,0.0,4,67.0,63.0
tt0023649,Vampyr,75,17361,True,401,388,1932,15,0.0,1,67.0,63.0
tt0023686,What Price Hollywood,88,2294,True,327,7861,1932,31,0.0,3,67.0,63.0
tt0023871,A Song of Lisbon,85,1432,True,1231,3116,1933,20,0.0,4,67.0,63.0
tt0023876,Cavalcade,112,5038,False,2612,312,1933,1,0.0,1,59.0,26.0
tt0023937,Passing Fancy,100,1306,True,3155,6297,1933,11,0.0,2,67.0,63.0
tt0023943,Bogus Bandits,90,1904,True,3466,7394,1933,6,0.0,2,67.0,63.0
tt0023969,Duck Soup,69,59069,True,2805,6482,1933,6,0.0,2,92.0,91.0
tt0023973,The Eagle and the Hawk,73,13335,True,4112,7276,1933,12,0.0,5,67.0,63.0
tt0023986,Employees Entrance,75,13335,True,1351,1298,1933,12,0.0,2,67.0,63.0
tt0024127,Our Flags Lead Us Forward,95,1733,False,3820,5284,1933,5,0.0,5,67.0,63.0
tt0024183,International House,68,1261,True,3878,3817,1933,6,0.0,2,67.0,63.0
tt0024184,The Invisible Man,71,33562,True,311,8836,1933,6,0.0,3,91.0,88.0
tt0024188,Island of Lost Souls,70,9091,True,2289,8612,1932,31,0.0,4,67.0,63.0
tt0024216,King Kong,100,83177,True,3610,3404,1933,28,0.0,2,84.0,50.0
tt0024264,Little Women,115,13335,True,327,8263,1933,6,-0.1875,2,30.0,70.0
tt0024481,Queen Christina,99,7647,True,2715,8626,1933,6,0.0,2,90.0,84.0
tt0024593,Son of Kong,70,4501,False,3610,7055,1933,6,0.0,3,36.0,28.0
tt0024617,The Story of Temple Drake,70,1448,True,3449,8542,1933,6,0.0,5,67.0,63.0
tt0024844,LAtalante,89,15408,True,4072,8390,1934,1,0.0,1,100.0,89.0
tt0024852,March of the Wooden Soldiers,77,6625,True,3466,4916,1934,6,0.0,5,67.0,63.0
tt0024902,Blue Steel,54,1546,False,908,1391,1934,0,0.0,2,75.0,35.0
tt0024966,Chapayev,93,1249,True,4046,8340,1934,17,0.0,1,67.0,63.0
tt0025028,Dames,91,2038,True,166,5203,1934,5,0.0,1,60.0,65.0
tt0025164,The Gay Divorcee,107,13335,True,3561,6807,1934,6,0.4166666666666667,3,93.0,82.0
tt0025318,Its a Gift,68,5252,True,2830,8635,1934,6,0.0,3,67.0,63.0
tt0025410,Little Miss Marker,80,1277,True,1901,5006,1934,5,-0.1875,3,67.0,63.0
tt0025440,The Lucky Texan,55,13335,False,908,1391,1934,6,0.3333333333333333,3,67.0,63.0
tt0025455,The Man from Utah,55,1108,False,908,6374,1934,6,0.0,4,67.0,63.0
tt0025464,Manhattan Melodrama,93,13335,True,4036,7865,1934,13,-0.3,2,81.0,71.0
tt0025898,Toni,84,1766,True,3416,2668,1935,6,0.0,1,67.0,63.0
tt0025913,The Triumph of the Will,114,16974,True,3430,9711,1935,5,0.0,5,67.0,63.0
tt0026029,The 39 Steps,86,55071,True,5,1057,1935,6,0.0,3,96.0,86.0
tt0026104,Becky Sharp,84,1074,False,2715,5801,1935,2,-0.125,2,67.0,63.0
tt0026267,The Dawn Rider,53,1147,False,908,8196,1935,6,0.0,3,67.0,63.0
tt0026424,The Good Fairy,98,1383,True,4254,351,1935,6,0.7,3,67.0,63.0
tt0026529,The Informer,91,6255,True,74,6185,1935,6,0.0,2,94.0,77.0
tt0027075,A Tale of Two Cities,128,5596,True,1204,11411,1935,6,0.0,5,92.0,84.0
tt0027118,An Inn in Tokyo,80,1362,True,3155,6297,1935,24,0.0,4,67.0,63.0
tt0027214,The Whole Towns Talking,93,2665,True,74,1572,1935,6,0.2,4,100.0,78.0
tt0027438,The Charge of the Light Brigade,115,4793,True,328,5009,1936,6,0.4,6,67.0,63.0
tt0027441,Charlie Chan at the Race Track,70,1461,True,2077,1201,1936,6,0.0,6,67.0,63.0
tt0027478,The Crime of Monsieur Lange,80,13335,True,3416,6879,1936,10,0.0,5,67.0,63.0
tt0027532,Dodsworth,101,8817,True,4254,8833,1936,31,0.0,1,90.0,86.0
tt0027652,Fury,92,12115,True,89,4720,1936,6,0.0,1,76.0,84.0
tt0027914,Love on the Run,80,1219,False,4036,100,1936,6,0.5,4,80.0,61.0
tt0027977,Modern Times,87,231243,True,24,23,1936,5,0.2,2,100.0,95.0
tt0028021,Osaka Elegy,71,2253,True,392,4114,1936,12,0.0,2,67.0,63.0
tt0028070,Our Relations,71,3077,True,2447,10214,1936,10,0.0,2,67.0,63.0
tt0028096,The Petrified Forest,82,13452,True,2794,7525,1936,6,0.0,3,100.0,79.0
tt0028141,The Prisoner of Shark Island,96,2159,True,74,4289,1936,6,0.0,5,67.0,63.0
tt0028212,Sabotage,76,16166,True,5,2705,1936,28,0.0,1,22.0,36.0
tt0028216,San Francisco,115,5371,True,4036,5378,1936,7,0.0,2,100.0,70.0
tt0028249,Show Boat,113,3236,True,311,621,1936,6,0.0,2,89.0,71.0
tt0028315,Stowaway,87,1323,True,3645,7518,1936,31,0.0,1,67.0,63.0
tt0028333,Swing Time,103,13335,True,3835,8890,1936,28,0.0,2,97.0,87.0
tt0028346,Reefer Madness,66,8480,False,1698,3012,1936,5,0.0,2,67.0,63.0
tt0028355,Theodora Goes Wild,94,2458,True,873,12062,1936,6,0.1,3,67.0,63.0
tt0028575,Angel,91,2698,True,2648,5196,1937,12,0.0,1,67.0,63.0
tt0028683,Camille,109,7823,True,327,8734,1936,10,0.0,1,93.0,83.0
tt0028708,Charlie Chan at the Olympics,71,13335,True,2077,1201,1937,6,0.0,5,67.0,63.0
tt0028772,A Day at the Races,111,13606,True,4242,8734,1937,6,0.0,5,94.0,89.0
tt0028773,Dead End,93,13335,True,4254,4585,1937,6,-0.2,2,91.0,76.0
tt0028816,Easy Living,88,3417,True,2533,1746,1937,6,0.43333333333333335,2,78.0,76.0
tt0028944,The Good Earth,138,4801,True,1591,5416,1937,6,0.7,3,95.0,76.0
tt0029146,The Life of Emile Zola,116,13335,True,1397,4318,1937,6,0.0,5,82.0,73.0
tt0029192,Make Way for Tomorrow,91,8144,True,2805,6974,1937,6,0.0,4,67.0,63.0
tt0029284,My Favorite Wife,88,10183,True,2229,8094,1940,6,0.5,3,85.0,82.0
tt0029310,Night Must Fall,116,2497,True,3947,8315,1937,5,0.0,3,67.0,63.0
tt0029314,Humanity and Paper Balloons,86,1995,True,4263,5769,1937,6,0.0,4,67.0,63.0
tt0029440,The Prince and the Pauper,118,2482,True,1397,2203,1937,6,0.0,5,67.0,63.0
tt0029442,The Prisoner of Zenda,101,13335,True,4036,4030,1937,6,0.0,4,100.0,80.0
tt0029608,Stella Dallas,106,5254,True,4067,1200,1937,14,0.0,2,67.0,63.0
tt0029658,They Wont Forget,95,1644,True,2551,4364,1937,6,0.0,3,67.0,63.0
tt0029747,Way Out West,66,8109,True,2051,4299,1937,6,0.0,3,67.0,63.0
tt0029844,The Adventures of Tom Sawyer,91,1967,True,3918,6044,1938,6,0.0,5,67.0,63.0
tt0029850,Alexander Nevsky,112,11088,True,209,6415,1938,29,0.0,2,67.0,63.0
tt0029942,Boys Town,96,5544,True,3918,5774,1938,6,0.0,2,90.0,81.0
tt0029947,Bringing Up Baby,102,59515,True,229,8691,1938,28,0.0,3,93.0,89.0
tt0029957,La Bete Humaine,100,7375,True,3416,10043,1938,10,0.0,3,67.0,63.0
tt0029995,The Citadel,110,2066,True,4067,2148,1938,12,0.0,2,89.0,72.0
tt0030127,The Bakers Wife,133,1991,True,3160,6309,1938,6,0.0,3,67.0,63.0
tt0030241,Holiday,95,15746,True,327,972,1938,31,0.0,1,100.0,89.0
tt0030252,Hotel du Nord,95,2613,True,1051,856,1938,10,0.0,3,67.0,63.0
tt0030341,The Lady Vanishes,96,50707,True,5,4912,1938,6,0.0,3,98.0,88.0
tt0030522,Olympia Part One Festival of the Nations,121,4727,True,3430,6928,1938,6,0.0,7,67.0,63.0
tt0030637,Pygmalion,96,8475,True,350,8496,1938,28,0.0,1,67.0,63.0
tt0030643,Port of Shadows,91,13335,True,1051,6693,1938,6,0.0,3,67.0,63.0
tt0031002,The Young in Heart,90,1332,True,3304,1091,1938,6,0.1,4,67.0,63.0
tt0031022,The Adventures of Sherlock Holmes,85,6616,True,4182,2538,1939,6,0.0,5,67.0,63.0
tt0031088,Beau Geste,112,13335,True,4177,8817,1939,5,0.0,2,100.0,85.0
tt0031143,The Cat and the Canary,72,2967,True,3089,8705,1939,6,0.0,5,94.0,74.0
tt0031149,Charlie Chan in Reno,71,1366,True,1615,1201,1939,17,0.0,4,67.0,63.0
tt0031210,Dark Victory,104,10794,True,1809,1260,1939,6,-0.15,2,88.0,81.0
tt0031225,Destry Rides Again,95,11094,True,2747,1018,1939,6,0.0,3,96.0,82.0
tt0031235,Dodge City,104,5061,True,328,1538,1939,6,0.0,2,100.0,74.0
tt0031334,The Four Feathers,129,5917,True,2378,8752,1939,6,0.0,3,41.0,65.0
tt0031381,Gone with the Wind,238,303845,True,1591,8315,1939,6,0.0,4,67.0,63.0
tt0031385,Goodbye Mr Chips,114,10311,True,4242,3925,1939,6,0.0,3,100.0,71.0
tt0031387,The Gorilla,66,1426,False,1471,7592,1939,6,0.0,2,67.0,63.0
tt0031398,Gunga Din,117,11628,True,3835,8348,1939,28,0.0,2,92.0,74.0
tt0031477,In Name Only,94,2978,True,1246,1438,1939,6,0.0,3,67.0,63.0
tt0031507,Jesse James,106,4361,True,2324,5191,1939,10,0.0,2,67.0,63.0
tt0031580,The Little Princess,93,5980,True,3645,1571,1939,6,-0.1875,3,88.0,81.0
tt0031647,Midnight,94,4904,True,2533,7366,1939,0,0.0,1,67.0,63.0
tt0031750,The Old Maid,95,3676,True,1809,8642,1939,6,0.1,3,67.0,63.0
tt0031754,On Borrowed Time,99,1896,True,976,8540,1939,6,0.0,3,67.0,63.0
tt0031762,Only Angels Have Wings,121,13595,True,229,6784,1939,6,0.0,4,100.0,82.0
tt0031851,The Return of Doctor X,62,2157,False,3687,5345,1939,6,0.0,5,67.0,63.0
tt0031867,The Roaring Twenties,106,13611,True,4119,8467,1939,6,0.0,3,100.0,89.0
tt0031951,Son of Frankenstein,99,9957,True,2525,2068,1939,0,0.0,3,95.0,71.0
tt0031971,Stagecoach,96,46868,True,74,3809,1939,6,0.0,1,100.0,86.0
tt0032080,Union Pacific,135,2941,True,199,6807,1939,6,0.0,2,67.0,63.0
tt0032138,The Wizard of Oz,102,382348,True,327,7592,1939,6,0.0,4,98.0,89.0
tt0032143,The Women,133,13466,True,327,7865,1939,6,0.0,2,92.0,88.0
tt0032152,You Cant Cheat an Honest Man,79,13335,True,2747,7452,1939,6,0.6,6,67.0,63.0
tt0032155,Young Mr Lincoln,100,7926,True,74,8224,1939,31,0.1,3,100.0,81.0
tt0032156,The Story of the Last Chrysanthemum,143,3600,True,392,4114,1939,11,0.0,6,67.0,63.0
tt0032181,Abe Lincoln in Illinois,110,1792,True,1246,4303,1940,14,0.0,4,83.0,71.0
tt0032284,Broadway Melody of 1940,102,13335,True,3918,7592,1940,6,0.0,4,67.0,63.0
tt0032325,Charlie Chan in Panama,67,1365,True,1615,2410,1940,6,0.0,4,67.0,63.0
tt0032338,Christmas in July,67,3706,True,369,351,1940,6,0.0,3,67.0,63.0
tt0032339,A Chump at Oxford,62,3834,True,1808,4916,1939,6,0.0,4,67.0,63.0
tt0032390,The Devil Bat,68,2946,False,4268,1443,1940,6,0.0,3,58.0,31.0
tt0032432,Edison the Man,107,1600,True,958,1601,1940,6,0.0,3,67.0,63.0
tt0032484,Foreign Correspondent,120,19974,True,5,5334,1940,20,-0.125,2,95.0,81.0
tt0032520,The Ghost Breakers,85,3378,True,2747,3333,1940,6,0.0,3,67.0,63.0
tt0032617,I Love You Again,99,3232,True,4036,4765,1940,10,0.5,4,100.0,82.0
tt0032653,Jud Su,98,3135,False,1926,11491,1940,5,0.0,2,67.0,63.0
tt0032701,The Letter,95,12714,True,4254,4653,1940,6,0.0,2,100.0,82.0
tt0032762,The Mark of Zorro,94,9918,True,2715,2175,1940,6,0.0,4,91.0,79.0
tt0032819,Murder Over New York,65,1235,True,2447,1201,1940,5,0.13636363636363635,4,67.0,63.0
tt0032904,The Philadelphia Story,112,66874,True,327,7217,1940,6,0.0,3,100.0,93.0
tt0032910,Pinocchio,88,138477,True,2328,8050,1940,14,0.0,1,100.0,73.0
tt0032943,Pride and Prejudice,118,8057,True,2548,8315,1940,6,0.0,3,86.0,89.0
tt0032981,Remember the Night,94,5343,True,2533,351,1940,6,0.0,3,67.0,63.0
tt0033022,Saps at Sea,56,2766,True,1437,4916,1940,6,0.0,3,67.0,63.0
tt0033045,The Shop Around the Corner,99,30968,True,2648,3809,1940,6,0.0,5,100.0,91.0
tt0033152,The Thief of Bagdad,106,12840,True,404,11,1940,6,0.0,4,96.0,82.0
tt0033253,The Westerner,100,5663,True,4254,6089,1940,6,0.0,2,67.0,63.0
tt0033317,Adventures of Captain Marvel,216,1268,True,4231,11204,1941,6,0.0,4,67.0,63.0
tt0033373,Ball of Fire,111,12007,True,229,5849,1941,6,0.0,3,100.0,90.0
tt0033477,Come Live with Me,86,2011,True,958,8325,1941,6,0.13636363636363635,4,67.0,63.0
tt0033532,All That Money Can Buy,107,4908,True,1397,8195,1941,6,0.0,5,67.0,63.0
tt0033533,The Devil and Miss Jones,92,3991,True,4242,4720,1941,6,0.0,5,100.0,81.0
tt0033677,The Great Lie,108,3811,True,1809,935,1941,6,0.8,3,60.0,71.0
tt0033717,High Sierra,100,16322,True,4119,1572,1941,5,0.16,2,90.0,78.0
tt0033722,Hold Back the Dawn,116,2358,True,2533,6827,1941,6,0.0,4,67.0,63.0
tt0033723,Hold That Ghost,86,3699,True,2647,3448,1941,6,0.0,3,67.0,63.0
tt0033766,It Started with Eve,90,1502,True,2385,4746,1941,6,0.0,4,67.0,63.0
tt0033774,Johnny Eager,107,2986,True,2551,3446,1941,6,0.0,2,67.0,63.0
tt0033787,King of the Zombies,67,2150,False,4268,4489,1941,6,0.0,4,67.0,63.0
tt0033802,Ladies in Retirement,91,1282,True,4066,6468,1941,10,0.0,3,67.0,63.0
tt0033836,The Little Foxes,116,11473,True,4254,1653,1941,6,-0.1875,3,100.0,88.0
tt0033870,The Maltese Falcon,100,13335,True,240,3672,1941,6,0.0,3,100.0,91.0
tt0033873,Man Hunt,105,5231,True,89,8224,1941,13,0.0,2,92.0,75.0
tt0033874,The Man Who Came to Dinner,112,7446,True,2271,3741,1942,6,0.0,6,67.0,63.0
tt0033945,Never Give a Sucker an Even Break,71,2315,True,1168,202,1941,6,-0.3,7,67.0,63.0
tt0034162,The Sea Wolf,100,3661,True,328,5187,1941,31,0.0,3,100.0,76.0
tt0034224,Spooks Run Wild,65,1688,False,491,3840,1941,0,0.1,3,67.0,63.0
tt0034241,Sun Valley Serenade,86,1552,True,2077,7762,1941,7,0.0,3,67.0,63.0
tt0034398,The Wolf Man,70,25976,True,4100,7626,1941,6,0.0,3,90.0,80.0
tt0034478,The Murderer Lives at Number 21,84,3115,True,1170,1959,1942,12,0.0,6,67.0,63.0
tt0034493,The Children Are Watching Us,84,2653,True,198,10359,1944,13,0.0,5,67.0,63.0
tt0034521,Black Dragons,64,13335,False,3062,10009,1942,6,-0.16666666666666666,2,67.0,63.0
tt0034546,Bowery at Midnight,61,1090,False,1618,6975,1942,31,0.0,3,40.0,17.0
tt0034587,Cat People,73,13335,True,3976,1294,1942,6,0.0,2,61.0,46.0
tt0034694,Edge of Darkness,119,2249,True,2888,8801,1943,12,0.0,3,55.0,49.0
tt0034798,The Glass Key,85,6214,True,1967,3672,1942,6,0.0,3,67.0,63.0
tt0034862,Holiday Inn,100,14436,True,3561,7965,1942,24,0.0,2,100.0,86.0
tt0034890,In This Our Life,97,4742,True,240,3314,1942,6,0.0,4,67.0,63.0
tt0034891,In Which We Serve,115,5549,True,326,312,1942,5,0.0,4,89.0,76.0
tt0034946,Kings Row,127,4336,True,4242,1068,1942,5,0.0,2,100.0,76.0
tt0035009,The Mad Monster,77,1720,False,3046,5987,1942,6,-0.625,3,67.0,63.0
tt0035015,The Magnificent Ambersons,88,13335,True,14,5924,1942,6,1.0,3,89.0,85.0
tt0035017,Carnival of Sinners,78,1378,True,3977,6064,1943,6,0.0,3,67.0,63.0
tt0035093,Mrs Miniver,134,17125,True,4254,8690,1942,6,0.0,2,93.0,85.0
tt0035140,Now Voyager,117,16397,True,3367,6688,1942,6,0.0,2,93.0,90.0
tt0035211,The Pride of the Yankees,128,10584,True,4242,6977,1942,6,0.0,5,93.0,89.0
tt0035228,The Courtyard of the Ballads,121,1192,True,3421,7246,1942,6,0.0,5,67.0,63.0
tt0035417,The Talk of the Town,118,8004,True,3835,3713,1942,6,0.0,5,94.0,84.0
tt0035429,Went the Day Well,92,3549,True,1070,5314,1942,12,0.0,4,93.0,92.0
tt0035432,This Gun for Hire,81,9003,True,4013,8259,1942,6,0.0,4,93.0,82.0
tt0035446,To Be or Not to Be,99,34514,True,2648,5234,1942,6,0.0,6,67.0,63.0
tt0035567,Woman of the Year,114,9842,True,3835,5333,1942,6,0.0,4,89.0,80.0
tt0035640,The Ape Man,64,1287,False,759,7253,1943,6,0.0,3,67.0,63.0
tt0035753,Le Corbeau,92,9612,True,1170,1959,1943,10,0.0,2,67.0,63.0
tt0035939,Ghosts on the Loose,67,13335,False,759,3899,1943,6,-0.07692307692307693,4,67.0,63.0
tt0035966,Hangmen Also Die,134,5268,True,89,8641,1943,5,0.0,3,85.0,68.0
tt0035979,Heaven Can Wait,112,10637,True,2648,1588,1943,6,0.0,3,85.0,75.0
tt0036098,Lassie Come Home,89,5312,True,4202,4638,1943,10,0.0,3,94.0,75.0
tt0036152,The Memphis Belle A Story of a Flying Fortress,45,1606,True,4254,8834,1944,6,0.0,9,67.0,63.0
tt0036191,The Adventures of Baron Munchausen,110,13335,True,4084,6800,1943,6,0.0,5,92.0,82.0
tt0036230,Old Acquaintance,110,3399,True,3687,3430,1943,20,0.1,2,67.0,63.0
tt0036260,Phantom Lady,87,4833,True,3737,8808,1944,6,0.0,2,89.0,72.0
tt0036342,Shadow of a Doubt,108,63245,True,5,5580,1943,6,0.0,4,100.0,89.0
tt0036377,The Song of Bernadette,156,13335,True,2324,8622,1943,6,0.0,4,87.0,80.0
tt0036422,Thank Your Lucky Stars,127,1863,True,996,7370,1943,6,0.3333333333333333,4,67.0,63.0
tt0036430,This Is the Army,121,1125,False,328,2738,1943,6,0.0,4,67.0,63.0
tt0036613,Arsenic and Old Lace,118,69184,True,181,4530,1943,6,0.1,4,81.0,92.0
tt0036653,Bluebeard,72,1823,False,4024,3214,1944,6,0.0,1,100.0,38.0
tt0036716,Cobra Woman,71,1101,False,3737,2255,1944,20,0.0,2,67.0,63.0
tt0036775,Double Indemnity,107,151373,True,123,1633,1944,6,0.0,2,97.0,95.0
tt0036855,Gaslight,114,27003,True,327,3667,1944,6,0.0,1,100.0,75.0
tt0036922,Hollywood Canteen,124,2160,True,1307,2269,1944,3,0.0,2,67.0,63.0
tt0036962,It Happened Tomorrow,85,2308,True,1151,2984,1944,6,0.0,3,67.0,63.0
tt0037008,Laura,88,45504,True,3306,4883,1944,10,0.0,1,100.0,90.0
tt0037017,Lifeboat,97,28060,True,5,3809,1944,21,0.0,1,92.0,87.0
tt0037055,The Mask of Dimitrios,95,3530,True,3031,294,1944,6,0.0,4,67.0,63.0
tt0037059,Meet Me in St Louis,113,22805,True,2905,13775,1944,17,0.0,5,67.0,63.0
tt0037075,Ministry of Fear,86,7600,True,89,215,1944,6,0.0,3,67.0,63.0
tt0037077,The Miracle of Morgans Creek,98,7330,True,369,351,1944,6,0.0,5,89.0,83.0
tt0037084,The Monster Maker,62,1075,False,3046,6182,1944,6,0.0,3,67.0,63.0
tt0037101,Murder My Sweet,95,12955,True,1415,1805,1944,0,0.35,3,94.0,87.0
tt0037151,One Body Too Many,75,1208,False,2814,7466,1944,31,0.5,4,67.0,63.0
