tconst,Unnamed: 0,primaryTitle,startYear,endYear,runtimeMinutes,numVotes,label,director_id,writer_id
tt0071544,1515,General Idi Amin Dada: A Self Portrait,1974,,92,1862.0,True,nm0775447,nm0775447
tt0071853,1523,Monty Python and the Holy Grail,1975,,91,522043.0,True,nm0000416,nm0540627
tt0071908,1525,A Jungle Book of Regulations,1974,,91,1091.0,True,nm0054402,nm0878957
tt0071956,1526,Writtén Ớff,1974,,88,1214.0,True,nm0229210,nm0667641
tt0072245,1529,TNT Jackson,1974,,72,1181.0,False,nm0379391,nm0582465
tt0072867,1542,Sharon's Baby,1975,,95,1248.0,False,nm0765856,nm1754515
tt0073691,1577,Tarzoon: Shame of the Jungle,1975,,85,1224.0,False,nm0681617,nm0064186
tt0074478,1600,Émánúéllé in Bángkớk,1976,,92,1045.0,False,nm0001090,nm0018159
tt0074593,1608,Grizzly,1976,,91,4754.0,False,nm0320852,nm0697785
tt0075788,1649,"Bruce Lee, the Legend",1984,,88,1092.0,True,nm0387337,nm0147252
tt0075902,1655,Man of Marble,1977,,165,4238.0,True,nm0906667,nm0778448
tt0075936,1656,Desperate Living,1977,,90,5265.0,True,nm0000691,nm0000691
tt0075984,1658,Emanuelle and the Last Cannibals,1977,,94,2894.0,False,nm0001090,nm0768899
tt0076009,1661,Exorcist II: The Heretic,1977,,117,23979.0,False,nm0657853,nm0657853
tt0076085,1662,A Special Day,1977,,106,13388.0,True,nm0778633,nm0182454
tt0076391,1674,Miminớ,1977,,95,5776.0,True,nm0199381,nm0199381
tt0076649,1678,The Beast in Heat,1977,,86,0.0,False,nm0061608,nm0061608
tt0076740,1683,Sorcerer,1977,,121,20272.0,True,nm0001243,nm1064118
tt0077288,1699,La Cage aux Folles,2005,1978,97,10532.0,True,nm0596850,nm0200473
tt0077707,1715,The Hypothesis of the Stolen Painting,1978,,66,1082.0,True,nm0749914,nm0460074
tt0077904,1723,The Manitou,1978,,104,2804.0,False,nm0320852,nm0691193
tt0078252,1730,Snake in the Eagle's Shadow,1978,,97,11419.0,True,nm0950759,nm0874619
tt0078788,1746,Ápớcálypsé Nớw,1979,,147,636802.0,True,nm0000338,nm0175676
tt0078935,1751,Cannibal Holocaust,1980,,95,53698.0,False,nm0219959,nm0824216
tt0079027,1757,Thé Dárk,2005,1979,92,1525.0,False,nm0004616,nm0926247
tt0079221,1762,Hanky Panky,1979,,120,18804.0,True,nm0611531,nm0713592
tt0079576,1770,More American Graffiti,1979,,110,0.0,False,nm0636165,nm0404754
tt0079788,1779,Zombie Holocaust,1980,,84,5319.0,False,nm0320946,nm0768899
tt0079833,1780,Lupin III: The Castle of Cagliostro,1979,,100,29399.0,True,nm0594503,nm0495728
tt0079889,1784,Sankarabharanam,1980,,143,2117.0,True,nm0899649,nm0899649
tt0080100,1789,The Visitor,1979,,108,3581.0,False,nm0660873,nm0039890
tt0080421,1796,Battle Beyond the Stars,1980,,104,8828.0,False,nm0000339,nm0245683
tt0080492,1801,Can't Stop the Music,1980,,124,4062.0,False,nm0908055,nm0139591
tt0081229,1820,Night of the Demon,1980,,92,1836.0,False,nm1111262,nm0931335
tt0081400,1826,Ráisé thé Titánic,1980,,115,0.0,False,nm0417054,nm0193774
tt0082162,1844,Chashme Buddoor,1981,,145,2427.0,True,nm0660936,nm0660936
tt0082183,1845,La Chèvre,1981,,90,8746.0,True,nm0891554,nm0891554
tt0082427,1859,Thé Fúnhớúsé,1981,,96,13250.0,False,nm0001361,nm0088746
tt0082436,1861,The Grilling,1981,,87,4613.0,True,nm0002218,nm0002192
tt0082511,1866,Hell Night,1981,,101,7238.0,False,nm0221265,nm0271098
tt0082640,1869,Lády Cháttérléy's Lớvér,1981,,104,2727.0,False,nm0415333,nm0926924
tt0082744,1878,Midnight,1982,,94,1019.0,False,nm0751652,nm0751652
tt0082958,1891,The Pursuit of D.B. Cooper,1981,,100,1174.0,False,nm0474539,nm0279971
tt0083006,1893,Rớllớvér,1981,,116,1222.0,False,nm0001587,nm9506614
tt0083190,1899,Thief,1981,,123,0.0,True,nm0000520,nm0000520
tt0083590,1913,The Atomic Cafe,1982,,86,4078.0,True,nm0516363,\N
tt0084237,1937,The Last Unicorn,1982,,92,25827.0,True,nm0060072,nm0063566
tt0084357,1942,Thé Living Déád Girl,1982,,86,2130.0,False,nm0210811,nm0210811
tt0084477,1949,Partners,1982,,93,1304.0,False,nm0123273,nm0891554
tt0084934,1979,Yol,1982,,114,13274.0,True,nm0351410,nm0351566
tt0085244,1984,The Big Chill,1983,,105,35691.0,True,nm0001410,nm0070660
tt0085276,1986,Breathless,1983,,100,9111.0,False,nm0564319,nm0001031
tt0085461,1997,The Dresser,1983,,118,0.0,True,nm0946811,nm0367838
tt0085518,2001,Faces of Death II,1981,,85,1911.0,False,nm0777291,nm0777291
tt0086011,2022,A Night in Heaven,1983,,83,1324.0,False,nm0000814,nm0570219
tt0086087,2027,Pauline at the Beach,1983,,95,8826.0,True,nm0006445,nm0006445
tt0086102,2028,Phar Lap,1983,,107,1733.0,True,nm0934578,nm0932011
tt0087414,2089,The Hit,1984,,98,8120.0,True,nm0001241,nm0697701
tt0087746,2102,Mớrtúáry,1983,,93,2187.0,False,nm0042849,nm0773104
tt0087759,2103,Murder-Rock: Dancing Death,1984,,93,1745.0,False,nm0002086,nm0316363
tt0088146,2119,A Soldier's Story,1984,,101,0.0,True,nm0422484,nm0298191
tt0088175,2120,Sta se zgodi kad se ljubav rodi,1984,,103,1129.0,True,nm0129970,nm0548654
tt0088224,2123,Tank,2005,1984,113,4269.0,False,nm0159007,nm0330108
tt0088379,2130,Thé Wárriớr ánd thé Sớrcéréss,1984,,81,2008.0,False,nm0110821,nm0644823
tt0088782,2137,Before Stonewall,1984,,87,1079.0,True,nm0771652,\N
tt0088879,2140,Il camorrista,1986,,171,0.0,True,nm0868153,nm0550091
tt0089308,2158,Howling II: ... Your Sister Is a Werewolf,1985,,91,6997.0,False,nm0602333,nm0765434
tt0089420,2162,King David,1985,,114,2277.0,False,nm0000915,nm0182689
tt0089622,2172,Morons from Outer Space,1985,,86,1891.0,False,nm0388198,nm0809321
tt0089746,2176,The Funeral,1984,,124,1231.0,True,nm0411631,nm0411631
tt0089847,2182,The Protector,2005,1985,91,4438.0,False,nm0322785,nm1146362
tt0090356,2201,Young Lady Chatterley II,1985,,86,1149.0,False,nm0003085,nm0492692
tt0090563,2204,Betty Blue,1986,,185,20578.0,True,nm0000894,nm0000894
tt0090565,2205,Four Adventures of Reinette and Mirabelle,1987,,99,2597.0,True,nm0006445,nm0591892
tt0090576,2206,The Assault,1986,,141,3177.0,True,nm0705444,nm0611879
tt0090579,2207,Voyeur,1986,,100,2289.0,True,nm0912334,nm0912334
tt0091064,2222,The Fly,1986,,96,171445.0,True,nm0000343,nm0000343
tt0091544,2246,Monster in the Closet,1986,,90,2588.0,False,nm0197088,nm0074990
tt0091990,2268,Sorority House Massacre,1986,,74,3217.0,False,nm0290867,nm0290867
tt0092117,2273,True Stories,1986,,89,6427.0,True,nm0126154,nm0126154
tt0092297,2278,Zombie Nightmare,1987,,89,3475.0,False,nm0063851,nm0920001
tt0092548,2282,American Ninja 2: The Confrontation,1987,,90,8604.0,False,nm0278735,nm0095718
tt0092558,2284,Motherland Hotel,1987,,101,3751.0,True,nm0442693,nm0442693
tt0092798,2299,Critical Condition,1987,,97,3400.0,False,nm0000776,nm0842905
tt0092929,2306,Drowning by Numbers,1988,,118,9937.0,True,nm0000425,nm0000425
tt0093036,2309,Flowers in the Attic,1987,,93,9959.0,False,nm0089177,nm0089177
tt0093111,2314,The Grand Highway,1987,,104,1556.0,True,nm0399464,nm0399464
tt0093132,2316,Hachi-ko,1987,,107,5073.0,True,nm0477771,nm0793881
tt0093756,2348,Police Academy 4: Citizens on Patrol,1987,,88,41984.0,False,nm0236930,nm0790775
tt0093986,2359,Slám Dáncé,1987,,92,1520.0,False,nm0911061,nm0649210
tt0094361,2378,You Talkin' to Me?,1987,,97,1068.0,False,nm0935203,nm0935203
tt0094407,2379,Ödipussi,1988,,88,3717.0,True,nm0902086,nm0902086
tt0094594,2382,1969,1988,,95,3739.0,False,nm0860125,nm0860125
tt0094737,2389,Big,1988,,104,210527.0,True,nm0001508,nm0818576
tt0094794,2391,The Brain,1988,,94,2397.0,False,nm0402434,nm0669192
tt0094799,2392,"Bright Lights, Big City",1988,,107,0.0,False,nm0108745,nm0570557
tt0094813,2394,Bulletproof,1987,,93,1344.0,False,nm0142587,nm0325740
tt0095262,2416,Mobile Suit Gundam: Char's Counterattack,1988,,124,1573.0,True,nm0866707,nm0866707
tt0095467,2427,A Short Film About Love,1988,,87,21976.0,True,nm0001425,nm0682830
tt0095497,2430,Thé Lást Témptátiớn ớf Christ,1988,,164,55361.0,True,nm0000217,nm0001707
tt0095511,2431,Lá léctricé,1988,,99,1610.0,True,nm0222545,nm0222545
tt0095953,2448,Rain Man,1988,,133,0.0,True,nm0001469,nm0060103
tt0096037,2453,Satisfaction,1988,,92,3514.0,False,nm0293445,nm12581086
tt0097174,2480,Deathstalker and the Warriors from Hell,1988,,86,0.0,False,nm0180541,nm0169438
tt0097263,2487,Edge of Sanity,1989,,85,1457.0,False,nm0048158,nm0829044
tt0097940,2521,Mystéry Tráin,1989,,110,27376.0,True,nm0000464,nm0000464
tt0098319,2537,Shirley Valentine,2005,1989,108,7768.0,True,nm0318150,nm0751516
tt0098999,2552,Agneepath,1990,,174,8791.0,True,nm0002172,nm0765454
tt0099395,2565,Def by Temptation,1990,,95,1550.0,False,nm0093875,nm0093875
tt0099701,2578,The Rift,1990,,83,0.0,False,nm0685034,nm0933214
tt0099785,2583,Home Alone,1990,,103,522658.0,True,nm0001060,nm0000455
tt0100151,2597,Mindwálk,1990,,112,3034.0,True,nm0003464,nm0135586
tt0100332,2604,Paris Is Burning,1990,,71,14395.0,True,nm0515255,\N
tt0101660,2642,The Dark Backward,1991,,101,3660.0,False,nm0726472,nm0726472
tt0101698,2644,Défénding Yớúr Lifé,1991,,112,18397.0,True,nm0000983,nm0000983
tt0101775,2649,Drop Dead Fred,1991,,103,28135.0,False,nm0429517,nm0277759
tt0102011,2655,"He Said, She Said",1991,,115,6876.0,False,nm0477129,nm0389830
tt0102095,2657,If Looks Could Kill,1991,,88,6914.0,False,nm0213100,nm0823015
tt0102388,2665,The Man in the Moon,1991,,99,16319.0,True,nm0612322,nm0935053
tt0102583,2671,"Olivier, Olivier",1992,,110,1756.0,True,nm0002140,nm0213535
tt0102816,2680,Center Stage,1991,,126,2068.0,True,nm0477102,nm0158402
tt0103077,2691,There's Nothing Out There,1991,,91,1536.0,False,nm0437490,nm0437490
tt0104028,2716,The Black Bomber,1992,,116,3185.0,True,nm0048037,nm0054720
tt0104299,2724,Freejack,1992,,110,15791.0,False,nm0614276,nm0319659
tt0104605,2731,Khiladi,1992,,157,7963.0,True,nm0122217,nm1031548
tt0104658,2733,L.627,1992,,145,1927.0,True,nm0851724,nm0851724
tt0104837,2746,Méátbálls 4,1992,,84,2336.0,False,nm0517514,nm0517514
tt0105046,2751,Of Mice and Men,1992,,115,42645.0,True,nm0000641,nm0285210
tt0105089,2753,The Panama Deception,1992,,91,1078.0,True,nm0872134,nm0440722
tt0105104,2754,Pásséngér 57,1992,,84,47083.0,False,nm0393661,nm0521739
tt0105185,2759,Pigs,1992,,104,0.0,True,nm0664582,nm0664582
tt0105438,2766,Dream of Light,1992,,133,0.0,True,nm0258977,nm0529840
tt0105526,2770,The Taking of Beverly Hills,1991,,96,1197.0,False,nm0002089,nm0121653
tt0105652,2775,Pushing Hands,1991,,105,4074.0,True,nm0000487,nm0770005
tt0105764,2778,Visions of Light,2005,1992,92,3175.0,True,nm0565342,nm0565342
tt0106761,2808,Double Dragon,1994,,96,13118.0,False,nm0950819,nm0332467
tt0106877,2811,Father Hood,1993,,95,3102.0,False,nm0740213,nm0818098
tt0107321,2829,King Uncle,2005,1993,171,2810.0,False,nm0004363,nm1226230
tt0107387,2833,Leprechaun,1993,,92,25966.0,False,nm0428751,nm0428751
tt0107507,2836,Mánháttán Múrdér Mystéry,2005,1993,104,42564.0,True,nm0000095,nm0108613
tt0107625,2840,Mother's Day,1994,,95,2056.0,True,nm0796361,nm0796361
tt0107894,2847,Psycho Cop Returns,1993,,80,2590.0,False,nm0726472,nm0693933
tt0108255,2862,Super Mario Bros.,1993,,104,52587.0,False,nm0608084,nm0004412
tt0108358,2869,Tombstone,1993,,130,0.0,True,nm0181902,nm0418883
tt0108447,2871,The Unnamable II: The Statement of Randolph Carter,1992,,104,1024.0,False,nm0653500,nm0653500
tt0109066,2881,Vive L'Amour,1994,,118,3890.0,True,nm0158857,nm0946040
tt0109809,2915,FleshEater,1988,,88,1492.0,False,nm0386100,nm0709877
tt0110081,2928,To Live,2005,1994,133,17363.0,True,nm0955443,nm0950500
tt0110116,2929,Immortal Beloved,2005,1994,121,0.0,True,nm0741262,nm0741262
tt0110255,2939,Kickboxer 4: The Aggressor,1994,,90,3420.0,False,nm0089502,nm0948818
tt0110367,2948,Little Women,1994,,115,0.0,True,nm0000788,nm0842523
tt0110613,2953,My Girl 2,1994,,99,19313.0,False,nm0956052,nm0468293
tt0110989,2969,Richie Rich,2005,1994,95,67078.0,False,nm0677953,nm0421084
tt0111019,2971,Wild Reeds,1994,,110,5675.0,True,nm0029242,nm0029242
tt0111174,2975,Showdown,1993,,98,1067.0,False,nm0705675,nm0316736
tt0111190,2977,The Silence of the Hams,1994,,81,5520.0,False,nm0339619,nm0339619
tt0111282,2980,Stargate,1994,,116,184134.0,True,nm0000386,nm0000386
tt0111666,2988,Wár ớf thé Búttớns,1994,,94,0.0,True,nm0731253,nm0002216
tt0111786,2989,In the Heat of the Sun,1994,,134,4315.0,True,nm0422638,nm0911032
tt0112602,3006,Bushwhacked,1995,,90,5987.0,False,nm0066439,nm0325271
tt0114388,3073,Sense and Sensibility,1995,,136,0.0,True,nm0000487,nm0000668
tt0114465,3077,Ski School 2,1994,,92,0.0,False,nm0593262,nm0621058
tt0114489,3079,Soldier Boyz,1995,,90,1205.0,False,nm0007128,nm0702912
tt0114496,3080,Something to Talk About,1995,,106,14839.0,False,nm0002120,nm0451884
tt0115577,3103,Ásphált Tángớ,1996,,100,0.0,True,nm0135952,nm0505964
tt0116261,3136,Eye of God,2005,1997,84,1193.0,True,nm0625789,nm0625789
tt0116269,3137,Faithful,1996,,91,2087.0,False,nm0005196,nm0001590
tt0116289,3139,Feeling Minnesota,1996,,99,10982.0,False,nm0047076,nm0047076
tt0116426,3146,Thé Gớd ớf Cớớkéry,1996,,88,8687.0,True,nm0159507,nm0874683
tt0116828,3165,The Last Days of Frankie the Fly,1996,,96,1842.0,False,nm0548533,nm0130502
tt0117070,3179,Mojave Moon,1996,,95,2572.0,False,nm0235852,nm0322058
tt0117372,3191,The Preacher's Wife,1996,,123,11819.0,False,nm0001508,nm0778819
tt0117482,3195,Ripe,1996,,92,1085.0,False,nm0644806,nm0644806
tt0117609,3201,Sgt. Kabukiman N.Y.P.D.,1990,,105,2915.0,False,nm0442207,nm3173673
tt0118826,3243,Thé Cástlé,1997,,85,15860.0,True,nm0803203,nm0803203
tt0118843,3244,"Black Cat, White Cat",1998,,127,52713.0,True,nm0001437,nm0586235
tt0119084,3255,The Ex,1996,,87,1158.0,False,nm0504495,nm0169540
tt0119203,3266,Glam,1997,,92,2404.0,False,nm0262923,nm0956362
tt0119239,3269,Gupt: The Hidden Truth,1997,,173,4905.0,True,nm0706800,nm0787022
