Unnamed: 0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,director_id,writer_id
466,tt0040626,My Dear Secretary,My Dear Secretary,1948.0,\N,94.0,4701.0,False,nm0552058,nm0552058
471,tt0040724,Réd Rivér,,1948.0,\N,133.0,30065.0,True,nm0744504,nm0773660
473,tt0040737,Bitter Rice,,1949.0,\N,108.0,4052.0,True,nm0211459,nm0598102
474,tt0040795,Sitting Pretty,,1948.0,\N,83.0,2332.0,True,nm0485943,nm0202600
475,tt0040843,The Street with No Name,The Street with No Name,1948.0,\N,91.0,2910.0,True,nm0445033,nm0257143
480,tt0040970,The Winslow Boy,,1948.0,\N,117.0,1422.0,True,nm0002190,nm0344645
511,tt0042395,Dévil's Dớớrwáy,,1950.0,\N,84.0,1544.0,True,nm0542649,nm0873613
513,tt0042451,Father of the Bride,,1950.0,\N,92.0,10941.0,True,nm0591486,nm0834117
517,tt0042742,Mister 880,Mister 880,1950.0,\N,90.0,1519.0,True,nm0332539,nm0571306
519,tt0042792,No Way Out,No Way Out,1950.0,\N,106.0,4931.0,True,nm0000581,nm0948634
528,tt0043278,An American in Paris,,1951.0,\N,114.0,32528.0,True,nm0591486,nm0503585
530,tt0043332,Beautiful,,1951.0,\N,114.0,4439.0,True,nm0899581,nm0899581
540,tt0043769,The Magic Box,,1951.0,\N,118.0,1241.0,True,nm0099589,nm0001907
545,tt0043918,Thé Littlé Wớrld ớf Dớn Cámillớ,Don Camillo,1952.0,\N,107.0,4348.0,True,nm0245213,nm0080755
546,tt0043927,La Poison,La poison,1951.0,\N,85.0,1262.0,True,nm0347589,nm0347589
575,tt0045205,Sudden Fear,Sudden Fear,1952.0,\N,110.0,5993.0,True,nm0588183,nm0001076
583,tt0045554,Welcome Mr. Marshall!,"Bienvenido, Mister Marshall!",1953.0,\N,78.0,4153.0,True,nm0305557,nm0586263
586,tt0045793,From Here to Eternity,,1953.0,\N,118.0,45651.0,True,nm0003593,nm0428296
600,tt0046248,Robot Monster,Robot Monster,1953.0,\N,66.0,4924.0,False,nm0875973,nm0649560
623,tt0047494,The Silver Chalice,,1954.0,\N,142.0,1562.0,False,nm0767701,nm0760488
629,tt0047647,Vera Cruz,Vera Cruz,1954.0,\N,94.0,9802.0,True,nm0000736,nm0153698
645,tt0048337,A Man Called Peter,A Man Called Peter,1955.0,\N,119.0,1007.0,True,nm0467396,nm0550798
646,tt0048342,The Man from Laramie,The Man from Laramie,1955.0,\N,103.0,10440.0,True,nm0542649,nm0283638
648,tt0048380,Mister Roberts,,1955.0,\N,123.0,16258.0,True,nm0517597,nm0373764
697,tt0049783,The Forty-First,Sorok pervyy,2006.0,1956,88.0,1484.0,True,nm0161055,nm0492239
706,tt0050105,An Affair to Remember,,2006.0,1957,115.0,29423.0,True,nm0564970,nm0829330
713,tt0050356,The Enemy Below,,1957.0,\N,98.0,10685.0,True,nm0694090,nm0713454
730,tt0050858,The Pride and the Passion,,1957.0,\N,132.0,2733.0,False,nm0006452,nm0271641
736,tt0051047,The Tall T,,2006.0,1957,78.0,5001.0,True,nm0091430,nm0001465
740,tt0051337,Thé 7th Vớyágé ớf Sinbád,,1958.0,\N,88.0,12888.0,True,nm0432846,nm0366063
746,tt0051507,Curse of the Faceless Man,,2006.0,1958,67.0,1035.0,False,nm0128715,nm0003198
766,tt0052151,Run Silent Run Deep,,1958.0,\N,93.0,11169.0,True,nm0936404,nm0063459
768,tt0052188,She Gods of Shark Reef,She Gods of Shark Reef,1958.0,\N,63.0,1002.0,False,nm0000339,nm0831580
783,tt0052646,The Brain That Wouldn't Die,,2006.0,1962,82.0,6802.0,False,nm0338018,nm0138223
789,tt0052735,The Devil's Disciple,,1959.0,\N,83.0,2382.0,True,nm0357891,nm0789737
795,tt0052876,The Hanging Tree,,1959.0,\N,107.0,4083.0,True,nm0792605,nm0424986
807,tt0053121,Fires on the Plain,,1959.0,\N,108.0,4701.0,True,nm0406728,nm0905271
811,tt0053183,Pork Chop Hill,,1959.0,\N,97.0,4527.0,True,nm0587277,nm0916139
815,tt0053242,Sápphiré,,1959.0,\N,92.0,1730.0,True,nm0213136,nm0375355
838,tt0053765,The Goddess,,1960.0,\N,93.0,2182.0,True,nm0006249,nm0006249
840,tt0053796,The Entertainer,The Entertainer,1960.0,\N,96.0,3278.0,True,nm0724798,nm0460600
846,tt0053967,The Young One,The Young One,1960.0,\N,96.0,2716.0,True,nm0000320,nm0000320
858,tt0054189,Purple Noon,,1960.0,\N,118.0,15669.0,True,nm0167496,nm0337541
872,tt0054387,The Time Machine,,1960.0,\N,103.0,39561.0,True,nm0657162,nm0920229
876,tt0054412,Tunes of Glory,Tunes of Glory,1960.0,\N,107.0,4701.0,True,nm0623768,nm0447860
897,tt0055032,Jules and Jim,Jules et Jim,1962.0,\N,105.0,40021.0,True,nm0000076,nm0344171
907,tt0055294,The Phantom Planet,,1961.0,\N,82.0,2898.0,False,nm0550777,nm0550777
938,tt0056059,Hatari!,,1962.0,\N,157.0,12556.0,True,nm0001328,nm0475823
947,tt0056215,Mamma Roma,,1962.0,\N,106.0,8890.0,True,nm0001596,nm0001596
957,tt0056537,Subarnarekha,,1965.0,\N,143.0,1035.0,True,nm0315547,nm0422587
962,tt0056732,The Exterminating Angel,El ángel exterminador,1962.0,\N,95.0,32160.0,True,nm0000320,nm0017274
977,tt0057180,The Incredible Journey,,2006.0,1963,80.0,4480.0,True,nm0548529,nm0122484
981,tt0057239,The L-Shaped Room,,1962.0,\N,126.0,1905.0,True,nm0285302,nm0285302
983,tt0057344,Any Number Can Win,,1963.0,\N,118.0,3390.0,True,nm0894577,nm0800631
986,tt0057490,The Servant,The Servant,1963.0,\N,116.0,11433.0,True,nm0521334,nm0560855
989,tt0057530,A Stitch in Time,A Stitch in Time,1963.0,\N,89.0,1122.0,True,nm0038895,nm0504087
994,tt0057579,The Three Lives of Thomasina,,1963.0,\N,97.0,2287.0,True,nm0149548,nm0302904
1002,tt0057859,Monstrosity,,1963.0,\N,65.0,2705.0,False,nm0689565,nm0689565
1005,tt0057933,The Chalk Garden,,1964.0,\N,106.0,2091.0,True,nm0623768,nm0046779
1010,tt0058050,The Earth Dies Screaming,,1964.0,\N,62.0,1727.0,False,nm0279807,nm0189171
1016,tt0058213,"Hush...Hush, Sweet Charlotte","Hush...Hush, Sweet Charlotte",1964.0,\N,133.0,14036.0,True,nm0000736,nm0375355
1025,tt0058390,The Naked Kiss,,1964.0,\N,90.0,7570.0,True,nm0002087,nm0002087
1035,tt0058576,Seven Days in May,Seven Days in May,1964.0,\N,118.0,15215.0,True,nm0001239,nm0785245
1051,tt0059124,Dr. Goldfoot and the Bikini Machine,,1965.0,\N,88.0,2181.0,False,nm0851537,nm0382384
1059,tt0059287,How to Stuff a Wild Bikini,How to Stuff a Wild Bikini,1965.0,\N,93.0,1450.0,False,nm0038906,nm0870150
1085,tt0060074,Agent for H.A.R.M.,Agent for H.A.R.M.,1966.0,\N,84.0,1444.0,False,nm0652631,nm0731741
1087,tt0060165,A Big Hand for the Little Lady,,1966.0,\N,95.0,4701.0,True,nm0177034,nm0140987
1099,tt0060474,La Grande Vadrouille,La grande vadrouille,1966.0,\N,132.0,17162.0,True,nm0653620,nm0845966
1105,tt0060635,Dragon Inn,Long men kezhan,1967.0,\N,111.0,2728.0,True,nm0002254,nm0002254
1124,tt0061197,Winnetou and the Crossbreed,Winnetou und das Halbblut Apanatschi,1966.0,\N,90.0,4701.0,False,nm0679974,nm0219043
1136,tt0061489,Clambake,Clambake,1967.0,\N,99.0,4701.0,False,nm0618834,nm0114948
1154,tt0061759,The Hellcats,The Hellcats,1968.0,\N,90.0,1803.0,False,nm0805500,nm0924928
1162,tt0061855,When I Am Dead and Gone,,1967.0,\N,79.0,1180.0,True,nm0667870,nm0586235
1164,tt0061955,The Bride Wore Black,,1968.0,\N,107.0,9110.0,True,nm0000076,nm0723827
1166,tt0061994,Plucked,,1968.0,\N,86.0,1400.0,False,nm0703368,nm0703368
1175,tt0062229,Le Samouraï,,1967.0,\N,105.0,49085.0,True,nm0578483,nm0670958
1191,tt0062765,Búllitt,Bullitt,2006.0,1968,114.0,66228.0,True,nm0946811,nm0279302
1201,tt0063023,The Adventures of Goopy and Bagha,,1969.0,\N,132.0,2405.0,True,nm0006249,nm0713082
1214,tt0063288,Be Sick... It's Free,Il medico della mutua,1968.0,\N,98.0,1498.0,True,nm0952737,nm0952737
1233,tt0063845,The Golden Calf,,1968.0,\N,164.0,2712.0,True,nm0796073,nm0796073
1239,tt0064107,A Boy Named Charlie Brown,A Boy Named Charlie Brown,1969.0,\N,86.0,4856.0,True,nm0006837,nm0776433
1242,tt0064155,Charro!,,1969.0,\N,98.0,1920.0,False,nm0912766,nm0288996
1281,tt0065446,The Ballad of Cable Hogue,,2006.0,1970,121.0,9288.0,True,nm0001603,nm0206137
1297,tt0065969,The Last Valley,,1971.0,\N,125.0,3125.0,True,nm0165412,nm0681725
1309,tt0066289,The Cruise,Rejs,1970.0,\N,65.0,3318.0,True,nm0686137,nm0686137
1316,tt0066498,The Ear,Ucho,1990.0,\N,94.0,2763.0,True,nm0434189,nm0935156
1347,tt0067108,Delusions of Grandeur,,1971.0,\N,108.0,6943.0,True,nm0653620,nm0176420
1354,tt0067227,Thé Mérchánt ớf Fớúr Séásớns,,1972.0,\N,88.0,4616.0,True,nm0001202,nm0001202
1363,tt0067464,The Girl on a Broomstick,Dívka na kosteti,1972.0,\N,76.0,1251.0,True,nm0903474,nm0903474
1364,tt0067487,The Night Evelyn Came Out of the Grave,La notte che Evelyn uscì dalla tomba,2006.0,1971,103.0,2435.0,False,nm0591987,nm0591987
1378,tt0067814,Love,Szerelem,1971.0,\N,88.0,4701.0,True,nm0538652,nm0246370
1385,tt0067995,Women in Cages,,1971.0,\N,81.0,1577.0,False,nm0502479,nm0652356
1402,tt0068370,Children Shouldn't Play with Dead Things,,1972.0,\N,87.0,4701.0,False,nm0163706,nm0650276
1425,tt0068918,Manson,,1973.0,\N,83.0,1003.0,True,nm0581216,nm0581216
1429,tt0069024,Nothing But the Night,,1973.0,\N,90.0,1741.0,False,nm0765856,nm2531967
1431,tt0069035,The New Land,Nybyggarna,1972.0,\N,202.0,4390.0,True,nm0873296,nm0873296
1439,tt0069289,Snoopy Come Home,Snoopy Come Home,1972.0,\N,81.0,4537.0,True,nm0006837,nm0776433
1442,tt0069400,Trafic,Trafic,1971.0,\N,96.0,6355.0,True,nm0004244,nm0351842
1451,tt0069737,Distant Thunder,,1973.0,\N,101.0,1458.0,True,nm0006249,nm0006249
1480,tt0070439,Unbelievable Adventures of Italians in Russia,,1974.0,\N,104.0,5541.0,True,nm0698779,nm0752922
1489,tt0070679,Shaft in Africa,,1973.0,\N,112.0,4701.0,False,nm0347086,nm0798103
1506,tt0071230,Blazing Saddles,,1974.0,\N,93.0,133304.0,True,nm0000316,nm0880078
1511,tt0071486,White Collar Blues,,1975.0,\N,108.0,6015.0,True,nm0757790,nm0897715
1514,tt0071532,The Gambler,,1974.0,\N,111.0,4984.0,True,nm0718554,nm0864812
1515,tt0071544,General Idi Amin Dada: A Self Portrait,,1974.0,\N,92.0,1862.0,True,nm0775447,nm0775447
1523,tt0071853,Monty Python and the Holy Grail,Monty Python and the Holy Grail,1975.0,\N,91.0,522043.0,True,nm0001402,nm0540627
1525,tt0071908,A Jungle Book of Regulations,Nie ma rózy bez ognia,1974.0,\N,91.0,1091.0,True,nm0054402,nm0878957
1526,tt0071956,Writtén Ớff,Otpisani,1974.0,\N,88.0,1214.0,True,nm0229210,nm0667641
1529,tt0072245,TNT Jackson,TNT Jackson,1974.0,\N,72.0,1181.0,False,nm0379391,nm0582465
1542,tt0072867,Sharon's Baby,I Don't Want to Be Born,1975.0,\N,95.0,1248.0,False,nm0765856,nm1754515
1577,tt0073691,Tarzoon: Shame of the Jungle,"Tarzoon, la honte de la jungle",1975.0,\N,85.0,1224.0,False,nm0844326,nm0064186
1600,tt0074478,Émánúéllé in Bángkớk,,1976.0,\N,92.0,1045.0,False,nm0001090,nm0018159
1608,tt0074593,Grizzly,,1976.0,\N,91.0,4754.0,False,nm0320852,nm0697785
1649,tt0075788,"Bruce Lee, the Legend",,1984.0,\N,88.0,1092.0,True,nm0387337,nm0147252
1655,tt0075902,Man of Marble,,1977.0,\N,165.0,4238.0,True,nm0906667,nm0778448
1656,tt0075936,Desperate Living,,1977.0,\N,90.0,5265.0,True,nm0000691,nm0000691
1658,tt0075984,Emanuelle and the Last Cannibals,,1977.0,\N,94.0,2894.0,False,nm0001090,nm0768899
1661,tt0076009,Exorcist II: The Heretic,Exorcist II: The Heretic,1977.0,\N,117.0,23979.0,False,nm0000958,nm0657853
1662,tt0076085,A Special Day,,1977.0,\N,106.0,13388.0,True,nm0778633,nm0182454
1674,tt0076391,Miminớ,Mimino,1977.0,\N,95.0,5776.0,True,nm0199381,nm0199381
1678,tt0076649,The Beast in Heat,La bestia in calore,1977.0,\N,86.0,4701.0,False,nm0061608,nm0061608
1683,tt0076740,Sorcerer,,1977.0,\N,121.0,20272.0,True,nm0001243,nm1064118
1699,tt0077288,La Cage aux Folles,,2006.0,1978,97.0,10532.0,True,nm0596850,nm0200473
1715,tt0077707,The Hypothesis of the Stolen Painting,L'hypothèse du tableau volé,1978.0,\N,66.0,1082.0,True,nm0749914,nm0460074
1723,tt0077904,The Manitou,The Manitou,1978.0,\N,104.0,2804.0,False,nm0320852,nm0691193
1730,tt0078252,Snake in the Eagle's Shadow,,1978.0,\N,97.0,11419.0,True,nm0950759,nm0874619
1746,tt0078788,Ápớcálypsé Nớw,,1979.0,\N,147.0,636802.0,True,nm0000338,nm0175676
1751,tt0078935,Cannibal Holocaust,Cannibal Holocaust,1980.0,\N,95.0,53698.0,False,nm0219959,nm0824216
1757,tt0079027,Thé Dárk,The Dark,2006.0,1979,92.0,1525.0,False,nm0001361,nm0926247
1762,tt0079221,Hanky Panky,Golmaal,1979.0,\N,120.0,18804.0,True,nm0611531,nm0713592
1770,tt0079576,More American Graffiti,,1979.0,\N,110.0,4701.0,False,nm0636165,nm0404754
1779,tt0079788,Zombie Holocaust,Zombi Holocaust,1980.0,\N,84.0,5319.0,False,nm0320946,nm0768899
1780,tt0079833,Lupin III: The Castle of Cagliostro,,1979.0,\N,100.0,29399.0,True,nm0594503,nm0495728
1784,tt0079889,Sankarabharanam,,1980.0,\N,143.0,2117.0,True,nm0899649,nm0899649
1789,tt0080100,The Visitor,,1979.0,\N,108.0,3581.0,False,nm0660873,nm0039890
1796,tt0080421,Battle Beyond the Stars,Battle Beyond the Stars,1980.0,\N,104.0,8828.0,False,nm0613471,nm0245683
1801,tt0080492,Can't Stop the Music,,1980.0,\N,124.0,4062.0,False,nm0908055,nm0139591
1820,tt0081229,Night of the Demon,,1980.0,\N,92.0,1836.0,False,nm1111262,nm0931335
1826,tt0081400,Ráisé thé Titánic,Raise the Titanic,1980.0,\N,115.0,4701.0,False,nm0417054,nm0193774
1844,tt0082162,Chashme Buddoor,,1981.0,\N,145.0,2427.0,True,nm0660936,nm0660936
1845,tt0082183,La Chèvre,La chèvre,1981.0,\N,90.0,8746.0,True,nm0891554,nm0891554
1859,tt0082427,Thé Fúnhớúsé,,1981.0,\N,96.0,13250.0,False,nm0001361,nm0088746
1861,tt0082436,The Grilling,Garde à vue,1981.0,\N,87.0,4613.0,True,nm0002218,nm0002192
1866,tt0082511,Hell Night,Hell Night,1981.0,\N,101.0,7238.0,False,nm0221265,nm0271098
1869,tt0082640,Lády Cháttérléy's Lớvér,,1981.0,\N,104.0,2727.0,False,nm0415333,nm0926924
1878,tt0082744,Midnight,Midnight,1982.0,\N,94.0,1019.0,False,nm0751652,nm0751652
1891,tt0082958,The Pursuit of D.B. Cooper,,1981.0,\N,100.0,1174.0,False,nm0006854,nm0279971
1893,tt0083006,Rớllớvér,,1981.0,\N,116.0,1222.0,False,nm0001587,nm9506614
1899,tt0083190,Thief,Thief,1981.0,\N,123.0,4701.0,True,nm0000520,nm0000520
1913,tt0083590,The Atomic Cafe,The Atomic Cafe,1982.0,\N,86.0,4078.0,True,nm0706268,\N
1937,tt0084237,The Last Unicorn,,1982.0,\N,92.0,25827.0,True,nm0710230,nm0063566
1942,tt0084357,Thé Living Déád Girl,La morte vivante,1982.0,\N,86.0,2130.0,False,nm0210811,nm0210811
1949,tt0084477,Partners,Partners,1982.0,\N,93.0,1304.0,False,nm0123273,nm0891554
1979,tt0084934,Yol,,1982.0,\N,114.0,13274.0,True,nm0351566,nm0351566
1984,tt0085244,The Big Chill,,1983.0,\N,105.0,35691.0,True,nm0001410,nm0070660
1986,tt0085276,Breathless,Breathless,1983.0,\N,100.0,9111.0,False,nm0564319,nm0001031
1997,tt0085461,The Dresser,The Dresser,1983.0,\N,118.0,4701.0,True,nm0946811,nm0367838
2001,tt0085518,Faces of Death II,Faces of Death II,1981.0,\N,85.0,1911.0,False,nm0777291,nm0777291
2022,tt0086011,A Night in Heaven,,1983.0,\N,83.0,1324.0,False,nm0000814,nm0570219
2027,tt0086087,Pauline at the Beach,Pauline à la plage,1983.0,\N,95.0,8826.0,True,nm0006445,nm0006445
2028,tt0086102,Phar Lap,,1983.0,\N,107.0,1733.0,True,nm0934578,nm0932011
2089,tt0087414,The Hit,,1984.0,\N,98.0,8120.0,True,nm0001241,nm0697701
2102,tt0087746,Mớrtúáry,Mortuary,1983.0,\N,93.0,2187.0,False,nm0042849,nm0773104
2103,tt0087759,Murder-Rock: Dancing Death,Murderock - Uccide a passo di danza,1984.0,\N,93.0,1745.0,False,nm0002086,nm0316363
2119,tt0088146,A Soldier's Story,,1984.0,\N,101.0,4701.0,True,nm0422484,nm0298191
2120,tt0088175,Sta se zgodi kad se ljubav rodi,Sta se zgodi kad se ljubav rodi,1984.0,\N,103.0,1129.0,True,nm0129970,nm0548654
2123,tt0088224,Tank,,2006.0,1984,113.0,4269.0,False,nm0159007,nm0330108
2130,tt0088379,Thé Wárriớr ánd thé Sớrcéréss,The Warrior and the Sorceress,1984.0,\N,81.0,2008.0,False,nm0110821,nm0644823
2137,tt0088782,Before Stonewall,Before Stonewall,1984.0,\N,87.0,1079.0,True,nm0742317,\N
2140,tt0088879,Il camorrista,Il camorrista,1986.0,\N,171.0,4701.0,True,nm0868153,nm0550091
2158,tt0089308,Howling II: ... Your Sister Is a Werewolf,Howling II: Stirba - Werewolf Bitch,1985.0,\N,91.0,6997.0,False,nm0602333,nm0765434
2162,tt0089420,King David,King David,1985.0,\N,114.0,2277.0,False,nm0000915,nm0182689
2172,tt0089622,Morons from Outer Space,Morons from Outer Space,1985.0,\N,86.0,1891.0,False,nm0388198,nm0809321
2176,tt0089746,The Funeral,Osôshiki,1984.0,\N,124.0,1231.0,True,nm0411631,nm0411631
2182,tt0089847,The Protector,,2006.0,1985,91.0,4438.0,False,nm0322785,nm1146362
2201,tt0090356,Young Lady Chatterley II,,1985.0,\N,86.0,1149.0,False,nm0003085,nm0492692
2204,tt0090563,Betty Blue,37°2 le matin,1986.0,\N,185.0,20578.0,True,nm0000894,nm0000894
2205,tt0090565,Four Adventures of Reinette and Mirabelle,4 aventures de Reinette et Mirabelle,1987.0,\N,99.0,2597.0,True,nm0006445,nm0591892
2206,tt0090576,The Assault,,1986.0,\N,141.0,3177.0,True,nm0705444,nm0611879
2207,tt0090579,Voyeur,Abel,1986.0,\N,100.0,2289.0,True,nm0912334,nm0912334
2222,tt0091064,The Fly,The Fly,1986.0,\N,96.0,171445.0,True,nm0000343,nm0000343
2246,tt0091544,Monster in the Closet,,1986.0,\N,90.0,2588.0,False,nm0197088,nm0074990
2268,tt0091990,Sorority House Massacre,,1986.0,\N,74.0,3217.0,False,nm0290867,nm0290867
2273,tt0092117,True Stories,,1986.0,\N,89.0,6427.0,True,nm0126154,nm0126154
2278,tt0092297,Zombie Nightmare,Zombie Nightmare,1987.0,\N,89.0,3475.0,False,nm0004591,nm0920001
2282,tt0092548,American Ninja 2: The Confrontation,American Ninja 2: The Confrontation,1987.0,\N,90.0,8604.0,False,nm0278735,nm0095718
2284,tt0092558,Motherland Hotel,,1987.0,\N,101.0,3751.0,True,nm0442693,nm0442693
2299,tt0092798,Critical Condition,,1987.0,\N,97.0,3400.0,False,nm0000776,nm0842905
2306,tt0092929,Drowning by Numbers,,1988.0,\N,118.0,9937.0,True,nm0000425,nm0000425
2309,tt0093036,Flowers in the Attic,Flowers in the Attic,1987.0,\N,93.0,9959.0,False,nm0089177,nm0089177
2314,tt0093111,The Grand Highway,,1987.0,\N,104.0,1556.0,True,nm0399464,nm0399464
2316,tt0093132,Hachi-ko,,1987.0,\N,107.0,5073.0,True,nm0477771,nm0793881
2348,tt0093756,Police Academy 4: Citizens on Patrol,,1987.0,\N,88.0,41984.0,False,nm0236930,nm0790775
2359,tt0093986,Slám Dáncé,Slam Dance,1987.0,\N,92.0,1520.0,False,nm0911061,nm0649210
2378,tt0094361,You Talkin' to Me?,You Talkin' to Me?,1987.0,\N,97.0,1068.0,False,nm0935203,nm0935203
2379,tt0094407,Ödipussi,Ödipussi,1988.0,\N,88.0,3717.0,True,nm0902086,nm0902086
2382,tt0094594,1969,1969,1988.0,\N,95.0,3739.0,False,nm0860125,nm0860125
2389,tt0094737,Big,,1988.0,\N,104.0,210527.0,True,nm0001508,nm0818576
2391,tt0094794,The Brain,,1988.0,\N,94.0,2397.0,False,nm0402434,nm0669192
2392,tt0094799,"Bright Lights, Big City",,1988.0,\N,107.0,4701.0,False,nm0108745,nm0570557
2394,tt0094813,Bulletproof,Bulletproof,1987.0,\N,93.0,1344.0,False,nm0142587,nm0325740
2416,tt0095262,Mobile Suit Gundam: Char's Counterattack,Kidô Senshi Gundam: Gyakushû no Shâ,1988.0,\N,124.0,1573.0,True,nm0866707,nm0866707
2427,tt0095467,A Short Film About Love,Krótki film o milosci,1988.0,\N,87.0,21976.0,True,nm0001425,nm0682830
2430,tt0095497,Thé Lást Témptátiớn ớf Christ,The Last Temptation of Christ,1988.0,\N,164.0,55361.0,True,nm0000217,nm0001707
2431,tt0095511,Lá léctricé,,1988.0,\N,99.0,1610.0,True,nm0222545,nm0222545
2448,tt0095953,Rain Man,Rain Man,1988.0,\N,133.0,4701.0,True,nm0001469,nm0060103
2453,tt0096037,Satisfaction,,1988.0,\N,92.0,3514.0,False,nm0293445,nm12581086
2480,tt0097174,Deathstalker and the Warriors from Hell,Deathstalker and the Warriors from Hell,1988.0,\N,86.0,4701.0,False,nm0180541,nm0169438
2487,tt0097263,Edge of Sanity,,1989.0,\N,85.0,1457.0,False,nm0048158,nm0829044
2521,tt0097940,Mystéry Tráin,,1989.0,\N,110.0,27376.0,True,nm0000464,nm0000464
2537,tt0098319,Shirley Valentine,,2006.0,1989,108.0,7768.0,True,nm0318150,nm0751516
2552,tt0098999,Agneepath,Agneepath,1990.0,\N,174.0,8791.0,True,nm0002172,nm0765454
2565,tt0099395,Def by Temptation,Def by Temptation,1990.0,\N,95.0,1550.0,False,nm0093875,nm0093875
2578,tt0099701,The Rift,,1990.0,\N,83.0,4701.0,False,nm0685034,nm0933214
2583,tt0099785,Home Alone,Home Alone,1990.0,\N,103.0,522658.0,True,nm0001060,nm0000455
2597,tt0100151,Mindwálk,Mindwalk,1990.0,\N,112.0,3034.0,True,nm0003464,nm0135586
2604,tt0100332,Paris Is Burning,Paris Is Burning,1990.0,\N,71.0,14395.0,True,nm0515255,\N
2642,tt0101660,The Dark Backward,The Dark Backward,1991.0,\N,101.0,3660.0,False,nm0726472,nm0726472
